,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 50,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000004,East Midlands,E07000152,East Northamptonshire," 8,233 "," 6,027 "," 6,411 "," 5,381 "," 5,011 "," 5,511 "," 3,887 "," 4,749 "
,E12000004,East Midlands,E07000036,Erewash," 12,127 "," 7,845 "," 7,791 "," 6,643 "," 5,854 "," 6,255 "," 4,729 "," 6,090 "
,E12000004,East Midlands,E07000173,Gedling," 15,346 "," 7,828 "," 7,970 "," 6,925 "," 6,347 "," 6,729 "," 4,811 "," 6,700 "
,E12000004,East Midlands,E07000131,Harborough," 10,036 "," 6,549 "," 6,833 "," 5,896 "," 5,289 "," 5,658 "," 4,271 "," 5,483 "
,E12000004,East Midlands,E07000037,High Peak," 9,991 "," 6,163 "," 6,999 "," 6,270 "," 5,333 "," 5,458 "," 3,927 "," 4,678 "
,E12000004,East Midlands,E07000132,Hinckley and Bosworth," 12,757 "," 7,414 "," 7,573 "," 6,940 "," 6,435 "," 7,002 "," 5,103 "," 6,290 "
,E12000004,East Midlands,E07000153,Kettering," 11,391 "," 6,622 "," 6,345 "," 5,281 "," 4,872 "," 5,203 "," 3,843 "," 4,657 "
,E12000004,East Midlands,E06000016,Leicester," 48,608 "," 16,935 "," 16,355 "," 15,313 "," 12,880 "," 10,623 "," 6,923 "," 10,284 "
,E12000004,East Midlands,E07000138,Lincoln," 12,048 "," 4,978 "," 5,263 "," 4,540 "," 3,940 "," 3,864 "," 2,757 "," 3,986 "
,E12000004,East Midlands,E07000174,Mansfield," 15,413 "," 6,898 "," 7,405 "," 6,553 "," 5,693 "," 5,531 "," 4,199 "," 5,108 "
,E12000004,East Midlands,E07000133,Melton," 4,964 "," 3,633 "," 3,964 "," 3,433 "," 3,162 "," 3,358 "," 2,407 "," 3,004 "
,E12000004,East Midlands,E07000175,Newark and Sherwood," 14,424 "," 8,202 "," 8,599 "," 7,698 "," 6,915 "," 7,486 "," 5,542 "," 6,875 "
,E12000004,East Midlands,E07000038,North East Derbyshire," 12,562 "," 6,966 "," 7,039 "," 6,719 "," 6,198 "," 6,683 "," 5,362 "," 6,433 "
,E12000004,East Midlands,E07000139,North Kesteven," 13,663 "," 8,011 "," 8,388 "," 7,252 "," 6,452 "," 7,404 "," 5,723 "," 7,320 "
,E12000004,East Midlands,E07000134,North West Leicestershire," 11,421 "," 7,034 "," 6,918 "," 6,080 "," 5,495 "," 5,884 "," 4,247 "," 4,845 "
,E12000004,East Midlands,E07000154,Northampton," 24,992 "," 12,773 "," 12,641 "," 10,624 "," 9,140 "," 9,362 "," 6,503 "," 8,759 "
,E12000004,East Midlands,E06000018,Nottingham," 36,236 "," 14,120 "," 14,130 "," 12,001 "," 9,994 "," 9,179 "," 6,510 "," 9,786 "
,E12000004,East Midlands,E07000135,Oadby and Wigston," 7,682 "," 3,111 "," 3,462 "," 3,273 "," 2,795 "," 2,949 "," 2,322 "," 3,789 "
,E12000004,East Midlands,E07000176,Rushcliffe," 15,399 "," 7,953 "," 7,946 "," 6,933 "," 6,227 "," 6,700 "," 5,030 "," 6,983 "
,E12000004,East Midlands,E06000017,Rutland," 3,019 "," 2,383 "," 2,611 "," 2,525 "," 2,385 "," 2,767 "," 2,090 "," 2,850 "
,E12000004,East Midlands,E07000039,South Derbyshire," 14,117 "," 7,754 "," 7,275 "," 6,069 "," 5,518 "," 5,498 "," 3,937 "," 4,604 "
,E12000004,East Midlands,E07000140,South Holland," 10,488 "," 5,836 "," 6,374 "," 5,604 "," 5,374 "," 6,050 "," 4,457 "," 6,113 "
,E12000004,East Midlands,E07000141,South Kesteven," 15,677 "," 9,388 "," 10,085 "," 9,130 "," 8,257 "," 8,882 "," 6,714 "," 8,385 "
,E12000004,East Midlands,E07000155,South Northamptonshire," 8,823 "," 6,582 "," 6,942 "," 5,984 "," 5,050 "," 5,571 "," 3,973 "," 4,674 "
,E12000004,East Midlands,E07000156,Wellingborough," 7,489 "," 5,003 "," 4,997 "," 4,308 "," 4,027 "," 4,250 "," 3,067 "," 3,653 "
,E12000004,East Midlands,E07000142,West Lindsey," 10,252 "," 6,329 "," 6,879 "," 6,523 "," 6,093 "," 6,530 "," 4,957 "," 5,793 "
,E12000006,East of England,E07000200,Babergh," 9,265 "," 6,342 "," 6,554 "," 5,948 "," 5,683 "," 6,551 "," 5,015 "," 6,445 "
,E12000006,East of England,E07000066,Basildon," 24,023 "," 10,648 "," 11,049 "," 9,796 "," 7,951 "," 8,499 "," 5,989 "," 8,314 "
,E12000006,East of England,E06000055,Bedford," 18,834 "," 11,064 "," 10,702 "," 9,179 "," 7,868 "," 8,070 "," 5,672 "," 8,137 "
,E12000006,East of England,E07000067,Braintree," 16,735 "," 9,823 "," 9,140 "," 8,606 "," 7,886 "," 8,559 "," 6,126 "," 7,659 "
,E12000006,East of England,E07000143,Breckland," 13,705 "," 8,771 "," 9,660 "," 8,687 "," 8,356 "," 9,424 "," 7,084 "," 9,273 "
,E12000006,East of England,E07000068,Brentwood," 6,724 "," 4,695 "," 5,204 "," 4,284 "," 3,603 "," 3,851 "," 2,886 "," 4,704 "
,E12000006,East of England,E07000144,Broadland," 14,417 "," 8,632 "," 9,142 "," 8,311 "," 7,868 "," 9,028 "," 6,787 "," 9,611 "
,E12000006,East of England,E07000095,Broxbourne," 9,522 "," 5,888 "," 5,929 "," 5,049 "," 4,106 "," 4,356 "," 3,324 "," 4,941 "
,E12000006,East of England,E07000008,Cambridge," 16,948 "," 6,357 "," 5,958 "," 4,855 "," 4,281 "," 3,923 "," 2,985 "," 4,547 "
,E12000006,East of England,E07000069,Castle Point," 10,256 "," 5,532 "," 5,856 "," 5,371 "," 5,038 "," 6,224 "," 4,741 "," 5,904 "
,E12000006,East of England,E06000056,Central Bedfordshire," 33,680 "," 18,636 "," 19,363 "," 16,327 "," 13,760 "," 14,242 "," 10,345 "," 12,896 "
,E12000006,East of England,E07000070,Chelmsford," 19,842 "," 11,050 "," 10,515 "," 9,613 "," 8,432 "," 9,354 "," 6,873 "," 9,548 "
,E12000006,East of England,E07000071,Colchester," 22,752 "," 10,710 "," 10,804 "," 9,316 "," 8,222 "," 9,366 "," 6,794 "," 8,827 "
,E12000006,East of England,E07000096,Dacorum," 15,860 "," 8,982 "," 9,572 "," 8,449 "," 7,001 "," 6,774 "," 4,905 "," 7,370 "
,E12000006,East of England,E07000009,East Cambridgeshire," 9,764 "," 6,040 "," 5,876 "," 4,992 "," 4,579 "," 4,891 "," 3,548 "," 4,880 "
,E12000006,East of England,E07000242,East Hertfordshire," 14,887 "," 10,090 "," 10,238 "," 8,478 "," 6,948 "," 7,325 "," 5,124 "," 7,420 "
,E12000006,East of England,E07000244,East Suffolk," 25,691 "," 16,100 "," 17,552 "," 16,957 "," 15,970 "," 18,202 "," 13,740 "," 18,709 "
,E12000006,East of England,E07000072,Epping Forest," 12,005 "," 7,968 "," 8,594 "," 7,423 "," 6,341 "," 6,725 "," 5,018 "," 7,161 "
,E12000006,East of England,E07000010,Fenland," 9,906 "," 6,330 "," 6,804 "," 6,166 "," 5,894 "," 6,135 "," 4,627 "," 6,082 "
,E12000006,East of England,E07000145,Great Yarmouth," 12,423 "," 5,913 "," 6,613 "," 6,128 "," 5,879 "," 6,427 "," 4,866 "," 6,010 "
,E12000006,East of England,E07000073,Harlow," 10,228 "," 4,838 "," 5,123 "," 4,450 "," 3,724 "," 3,272 "," 2,339 "," 3,615 "
,E12000006,East of England,E07000098,Hertsmere," 14,096 "," 6,354 "," 6,712 "," 5,609 "," 4,577 "," 4,777 "," 3,600 "," 5,496 "
,E12000006,East of England,E07000011,Huntingdonshire," 20,435 "," 11,860 "," 12,228 "," 10,637 "," 9,314 "," 10,025 "," 7,409 "," 9,040 "
,E12000006,East of England,E07000202,Ipswich," 18,536 "," 7,968 "," 7,730 "," 6,810 "," 5,890 "," 5,662 "," 4,047 "," 6,282 "
,E12000006,East of England,E07000146,King's Lynn and West Norfolk," 15,684 "," 9,205 "," 10,350 "," 9,699 "," 9,289 "," 10,387 "," 8,035 "," 10,737 "
,E12000006,East of England,E06000032,Luton," 24,580 "," 10,310 "," 10,152 "," 8,435 "," 6,849 "," 5,945 "," 4,543 "," 6,910 "
,E12000006,East of England,E07000074,Maldon," 5,799 "," 4,598 "," 4,877 "," 4,576 "," 4,070 "," 4,553 "," 3,374 "," 4,155 "
,E12000006,East of England,E07000203,Mid Suffolk," 10,993 "," 7,013 "," 7,615 "," 6,994 "," 6,505 "," 7,080 "," 5,132 "," 6,625 "
,E12000006,East of England,E07000099,North Hertfordshire," 13,596 "," 8,330 "," 8,716 "," 7,266 "," 6,274 "," 6,557 "," 4,901 "," 7,456 "
,E12000006,East of England,E07000147,North Norfolk," 9,069 "," 6,268 "," 7,406 "," 7,969 "," 7,967 "," 9,208 "," 6,863 "," 9,471 "
,E12000006,East of England,E07000148,Norwich," 20,555 "," 6,822 "," 6,860 "," 5,918 "," 5,562 "," 5,480 "," 3,995 "," 5,822 "
,E12000006,East of England,E06000031,Peterborough," 21,656 "," 10,785 "," 10,545 "," 9,275 "," 7,943 "," 7,704 "," 5,483 "," 7,905 "
,E12000006,East of England,E07000075,Rochford," 9,079 "," 5,551 "," 5,966 "," 5,242 "," 4,596 "," 5,397 "," 4,054 "," 5,475 "
,E12000006,East of England,E07000012,South Cambridgeshire," 17,603 "," 10,872 "," 10,586 "," 8,894 "," 7,842 "," 8,343 "," 6,325 "," 8,691 "
,E12000006,East of England,E07000149,South Norfolk," 15,671 "," 9,111 "," 9,777 "," 8,826 "," 8,129 "," 9,240 "," 6,997 "," 9,331 "
,E12000006,East of England,E06000033,Southend-on-Sea," 24,082 "," 10,709 "," 10,985 "," 9,470 "," 8,270 "," 8,804 "," 6,585 "," 9,340 "
,E12000006,East of England,E07000240,St Albans," 13,509 "," 9,886 "," 9,372 "," 7,551 "," 6,211 "," 6,372 "," 4,777 "," 7,459 "
,E12000006,East of England,E07000243,Stevenage," 11,741 "," 5,407 "," 5,624 "," 4,646 "," 3,535 "," 3,352 "," 2,442 "," 3,715 "
,E12000006,East of England,E07000076,Tendring," 15,653 "," 8,990 "," 10,098 "," 10,069 "," 9,864 "," 11,696 "," 9,013 "," 11,834 "
,E12000006,East of England,E07000102,Three Rivers," 10,806 "," 5,961 "," 6,269 "," 5,071 "," 4,212 "," 4,336 "," 3,192 "," 4,775 "
,E12000006,East of England,E06000034,Thurrock," 19,757 "," 8,852 "," 8,782 "," 7,527 "," 6,264 "," 6,543 "," 4,242 "," 5,674 "
,E12000006,East of England,E07000077,Uttlesford," 8,779 "," 6,353 "," 6,192 "," 5,443 "," 4,627 "," 4,859 "," 3,624 "," 4,861 "
,E12000006,East of England,E07000103,Watford," 13,225 "," 5,613 "," 5,133 "," 4,170 "," 3,333 "," 3,084 "," 2,339 "," 3,471 "
,E12000006,East of England,E07000241,Welwyn Hatfield," 12,396 "," 6,218 "," 6,746 "," 5,871 "," 4,648 "," 4,500 "," 3,415 "," 5,542 "
,E12000006,East of England,E07000245,West Suffolk," 17,902 "," 10,952 "," 11,007 "," 9,564 "," 8,724 "," 9,841 "," 7,536 "," 10,109 "
,E12000007,London,E09000002,Barking and Dagenham," 22,924 "," 9,995 "," 8,957 "," 7,162 "," 5,221 "," 4,268 "," 2,939 "," 4,583 "
,E12000007,London,E09000003,Barnet," 51,916 "," 20,142 "," 19,132 "," 16,772 "," 13,926 "," 13,239 "," 9,690 "," 14,635 "
,E12000007,London,E09000004,Bexley," 25,307 "," 13,413 "," 14,367 "," 12,386 "," 10,021 "," 10,055 "," 7,480 "," 11,513 "
,E12000007,London,E09000005,Brent," 43,404 "," 15,909 "," 15,164 "," 13,335 "," 10,579 "," 8,474 "," 6,160 "," 9,093 "
,E12000007,London,E09000006,Bromley," 33,366 "," 20,165 "," 19,948 "," 16,844 "," 13,706 "," 14,778 "," 10,840 "," 16,561 "
,E12000007,London,E09000007,Camden," 26,942 "," 10,564 "," 9,445 "," 8,008 "," 6,415 "," 6,032 "," 4,515 "," 5,868 "
,E12000007,London,E09000001,City of London, 762 , 445 , 435 , 359 , 320 , 303 , 201 , 242 
,E12000007,London,E09000008,Croydon," 38,568 "," 19,250 "," 20,076 "," 16,910 "," 13,515 "," 12,574 "," 8,839 "," 12,888 "
,E12000007,London,E09000009,Ealing," 38,637 "," 18,416 "," 17,533 "," 14,916 "," 12,082 "," 10,420 "," 7,324 "," 10,610 "
,E12000007,London,E09000010,Enfield," 47,135 "," 17,255 "," 17,256 "," 14,557 "," 11,375 "," 10,124 "," 7,445 "," 11,510 "
,E12000007,London,E09000011,Greenwich," 33,938 "," 13,557 "," 12,727 "," 10,495 "," 8,286 "," 7,397 "," 5,184 "," 6,690 "
,E12000007,London,E09000012,Hackney," 26,725 "," 10,823 "," 9,740 "," 7,988 "," 6,077 "," 4,713 "," 3,026 "," 3,996 "
,E12000007,London,E09000013,Hammersmith and Fulham," 21,393 "," 9,027 "," 8,089 "," 6,067 "," 4,854 "," 4,463 "," 3,137 "," 4,228 "
,E12000007,London,E09000014,Haringey," 28,070 "," 13,336 "," 12,315 "," 9,720 "," 7,536 "," 6,328 "," 4,296 "," 5,899 "
,E12000007,London,E09000015,Harrow," 35,474 "," 12,529 "," 12,950 "," 12,244 "," 10,560 "," 9,212 "," 6,914 "," 10,672 "
,E12000007,London,E09000016,Havering," 26,608 "," 13,934 "," 14,959 "," 13,511 "," 11,001 "," 11,570 "," 8,367 "," 12,756 "
,E12000007,London,E09000017,Hillingdon," 36,807 "," 16,447 "," 16,119 "," 13,642 "," 10,896 "," 9,871 "," 7,115 "," 11,128 "
,E12000007,London,E09000018,Hounslow," 31,821 "," 14,578 "," 13,676 "," 11,738 "," 9,542 "," 8,241 "," 5,663 "," 7,742 "
,E12000007,London,E09000019,Islington," 24,313 "," 9,823 "," 9,385 "," 7,443 "," 5,685 "," 4,984 "," 3,353 "," 4,345 "
,E12000007,London,E09000020,Kensington and Chelsea," 13,924 "," 7,337 "," 7,373 "," 5,908 "," 4,863 "," 4,652 "," 3,566 "," 4,695 "
,E12000007,London,E09000021,Kingston upon Thames," 18,164 "," 9,991 "," 9,063 "," 7,558 "," 6,345 "," 6,290 "," 4,374 "," 6,138 "
,E12000007,London,E09000022,Lambeth," 39,716 "," 15,091 "," 14,120 "," 10,795 "," 7,673 "," 6,076 "," 4,051 "," 5,902 "
,E12000007,London,E09000023,Lewisham," 30,589 "," 14,060 "," 13,470 "," 10,795 "," 7,623 "," 6,217 "," 4,479 "," 6,572 "
,E12000007,London,E09000024,Merton," 23,593 "," 11,620 "," 10,614 "," 8,999 "," 7,196 "," 6,478 "," 4,410 "," 6,817 "
,E12000007,London,E09000025,Newham," 40,626 "," 13,912 "," 12,330 "," 10,303 "," 7,764 "," 5,582 "," 3,514 "," 4,951 "
,E12000007,London,E09000026,Redbridge," 34,343 "," 14,133 "," 13,922 "," 12,331 "," 10,199 "," 8,934 "," 6,217 "," 9,621 "
,E12000007,London,E09000027,Richmond upon Thames," 17,175 "," 12,336 "," 11,856 "," 9,467 "," 7,889 "," 8,275 "," 5,915 "," 7,823 "
,E12000007,London,E09000028,Southwark," 34,336 "," 15,063 "," 14,047 "," 10,935 "," 7,368 "," 5,926 "," 3,882 "," 5,501 "
,E12000007,London,E09000029,Sutton," 24,076 "," 11,881 "," 11,974 "," 9,588 "," 8,017 "," 7,971 "," 5,655 "," 8,452 "
,E12000007,London,E09000030,Tower Hamlets," 36,703 "," 10,457 "," 8,706 "," 7,216 "," 5,301 "," 3,917 "," 2,538 "," 3,908 "
,E12000007,London,E09000031,Waltham Forest," 26,139 "," 12,689 "," 11,830 "," 9,895 "," 7,567 "," 6,425 "," 4,585 "," 6,499 "
,E12000007,London,E09000032,Wandsworth," 41,284 "," 14,864 "," 13,145 "," 10,505 "," 8,056 "," 7,657 "," 5,193 "," 7,417 "
,E12000007,London,E09000033,Westminster," 23,427 "," 9,897 "," 9,423 "," 7,713 "," 5,984 "," 5,401 "," 4,169 "," 5,595 "
,E12000001,North East,E06000047,County Durham," 55,568 "," 31,907 "," 34,741 "," 33,143 "," 29,820 "," 29,954 "," 21,340 "," 27,294 "
,E12000001,North East,E06000005,Darlington," 10,875 "," 6,447 "," 5,855 "," 6,419 "," 5,697 "," 5,822 "," 4,090 "," 5,824 "
,E12000001,North East,E08000037,Gateshead," 21,244 "," 10,612 "," 11,757 "," 11,565 "," 10,147 "," 10,439 "," 7,238 "," 10,804 "
,E12000001,North East,E06000001,Hartlepool," 9,940 "," 5,263 "," 6,321 "," 5,839 "," 5,014 "," 4,926 "," 3,180 "," 4,560 "
,E12000001,North East,E06000002,Middlesbrough," 16,474 "," 6,884 "," 8,146 "," 7,929 "," 6,789 "," 6,115 "," 4,152 "," 5,929 "
,E12000001,North East,E08000021,Newcastle upon Tyne," 32,539 "," 12,617 "," 13,331 "," 13,815 "," 11,790 "," 11,356 "," 7,581 "," 11,693 "
,E12000001,North East,E08000022,North Tyneside," 22,130 "," 9,863 "," 12,036 "," 12,166 "," 11,540 "," 11,421 "," 7,682 "," 10,871 "
,E12000001,North East,E06000057,Northumberland," 30,465 "," 15,610 "," 19,231 "," 21,654 "," 21,541 "," 22,385 "," 15,533 "," 19,800 "
,E12000001,North East,E06000003,Redcar and Cleveland," 15,385 "," 7,634 "," 9,363 "," 8,767 "," 7,964 "," 8,393 "," 6,190 "," 8,020 "
,E12000001,North East,E08000023,South Tyneside," 15,910 "," 8,637 "," 9,633 "," 9,707 "," 8,396 "," 8,130 "," 5,440 "," 7,909 "
,E12000001,North East,E06000004,Stockton-on-Tees," 21,550 "," 10,747 "," 11,961 "," 11,813 "," 10,282 "," 9,965 "," 6,718 "," 8,943 "
,E12000001,North East,E08000024,Sunderland," 30,817 "," 16,122 "," 16,668 "," 17,539 "," 15,437 "," 15,080 "," 10,075 "," 14,160 "
,E12000002,North West,E07000026,Allerdale," 12,397 "," 6,685 "," 6,975 "," 6,677 "," 6,167 "," 6,580 "," 4,502 "," 6,172 "
,E12000002,North West,E07000027,Barrow-in-Furness," 6,773 "," 4,281 "," 4,372 "," 4,103 "," 3,694 "," 3,954 "," 2,913 "," 3,600 "
,E12000002,North West,E06000008,Blackburn with Darwen," 17,201 "," 7,792 "," 7,927 "," 7,240 "," 6,146 "," 5,837 "," 3,890 "," 5,186 "
,E12000002,North West,E06000009,Blackpool," 20,551 "," 9,096 "," 9,858 "," 8,637 "," 7,150 "," 7,478 "," 5,607 "," 7,511 "
,E12000002,North West,E08000001,Bolton," 30,736 "," 16,775 "," 16,920 "," 14,651 "," 12,965 "," 13,542 "," 9,724 "," 12,134 "
,E12000002,North West,E07000117,Burnley," 7,718 "," 3,989 "," 4,874 "," 4,821 "," 4,224 "," 4,561 "," 3,147 "," 3,785 "
,E12000002,North West,E08000002,Bury," 22,751 "," 11,380 "," 11,867 "," 10,305 "," 8,892 "," 9,579 "," 6,793 "," 8,715 "
,E12000002,North West,E07000028,Carlisle," 10,895 "," 6,262 "," 7,149 "," 7,048 "," 6,161 "," 6,299 "," 4,365 "," 6,194 "
,E12000002,North West,E06000049,Cheshire East," 38,770 "," 24,445 "," 27,267 "," 24,084 "," 21,411 "," 23,632 "," 17,677 "," 23,822 "
,E12000002,North West,E06000050,Cheshire West and Chester," 37,722 "," 20,866 "," 22,568 "," 21,138 "," 18,759 "," 19,933 "," 14,600 "," 19,724 "
,E12000002,North West,E07000118,Chorley," 13,962 "," 7,723 "," 7,798 "," 6,868 "," 6,105 "," 6,707 "," 4,786 "," 5,632 "
,E12000002,North West,E07000029,Copeland," 6,511 "," 3,820 "," 4,951 "," 4,616 "," 4,145 "," 4,243 "," 2,967 "," 3,781 "
,E12000002,North West,E07000030,Eden," 3,827 "," 2,893 "," 3,457 "," 3,791 "," 3,675 "," 3,838 "," 2,724 "," 3,670 "
,E12000002,North West,E07000119,Fylde," 9,503 "," 5,381 "," 6,048 "," 5,870 "," 5,238 "," 5,823 "," 4,568 "," 6,237 "
,E12000002,North West,E06000006,Halton," 15,491 "," 7,660 "," 7,871 "," 7,620 "," 6,884 "," 6,840 "," 4,155 "," 5,112 "
,E12000002,North West,E07000120,Hyndburn," 7,886 "," 4,395 "," 4,350 "," 4,290 "," 3,738 "," 4,012 "," 2,895 "," 3,498 "
,E12000002,North West,E08000011,Knowsley," 19,542 "," 8,555 "," 9,901 "," 9,683 "," 7,766 "," 6,622 "," 4,267 "," 6,395 "
,E12000002,North West,E07000121,Lancaster," 19,341 "," 8,534 "," 9,033 "," 8,385 "," 7,473 "," 7,762 "," 5,637 "," 7,714 "
,E12000002,North West,E08000012,Liverpool," 60,701 "," 22,970 "," 26,079 "," 24,917 "," 20,816 "," 18,970 "," 12,577 "," 17,758 "
,E12000002,North West,E08000003,Manchester," 66,789 "," 23,521 "," 21,612 "," 18,651 "," 14,866 "," 12,867 "," 8,585 "," 11,673 "
,E12000002,North West,E08000004,Oldham," 28,185 "," 12,784 "," 12,779 "," 11,237 "," 10,056 "," 10,170 "," 7,311 "," 9,116 "
,E12000002,North West,E07000122,Pendle," 7,471 "," 4,413 "," 4,878 "," 4,831 "," 4,335 "," 4,688 "," 3,142 "," 4,028 "
,E12000002,North West,E07000123,Preston," 23,138 "," 7,948 "," 8,080 "," 7,035 "," 5,765 "," 5,464 "," 3,884 "," 5,661 "
,E12000002,North West,E07000124,Ribble Valley," 5,786 "," 3,998 "," 4,375 "," 4,277 "," 3,681 "," 3,941 "," 2,962 "," 3,888 "
,E12000002,North West,E08000005,Rochdale," 24,780 "," 12,046 "," 12,411 "," 11,182 "," 10,095 "," 9,809 "," 6,646 "," 8,260 "
,E12000002,North West,E07000125,Rossendale," 7,697 "," 4,442 "," 4,504 "," 4,050 "," 3,615 "," 3,778 "," 2,523 "," 3,010 "
,E12000002,North West,E08000006,Salford," 29,645 "," 12,556 "," 13,091 "," 11,342 "," 8,920 "," 9,419 "," 6,614 "," 9,052 "
,E12000002,North West,E08000014,Sefton," 31,320 "," 16,972 "," 18,951 "," 18,101 "," 15,841 "," 15,710 "," 11,892 "," 18,068 "
,E12000002,North West,E07000031,South Lakeland," 8,914 "," 6,731 "," 7,250 "," 7,493 "," 6,837 "," 7,709 "," 5,780 "," 7,892 "
,E12000002,North West,E07000126,South Ribble," 15,212 "," 7,448 "," 7,703 "," 6,694 "," 6,097 "," 6,564 "," 4,640 "," 6,011 "
,E12000002,North West,E08000013,St. Helens," 26,383 "," 10,991 "," 12,048 "," 10,745 "," 9,484 "," 10,125 "," 7,335 "," 9,203 "
,E12000002,North West,E08000007,Stockport," 32,285 "," 17,711 "," 18,514 "," 16,497 "," 14,680 "," 15,200 "," 11,239 "," 16,368 "
,E12000002,North West,E08000008,Tameside," 26,149 "," 13,843 "," 14,311 "," 12,358 "," 10,236 "," 10,918 "," 7,557 "," 9,148 "
,E12000002,North West,E08000009,Trafford," 28,848 "," 13,950 "," 13,882 "," 12,146 "," 10,325 "," 10,375 "," 7,707 "," 11,494 "
,E12000002,North West,E06000007,Warrington," 25,393 "," 13,697 "," 13,403 "," 11,879 "," 10,247 "," 10,418 "," 7,991 "," 10,268 "
,E12000002,North West,E07000127,West Lancashire," 13,612 "," 7,154 "," 7,992 "," 7,196 "," 6,325 "," 6,856 "," 5,143 "," 6,549 "
,E12000002,North West,E08000010,Wigan," 36,669 "," 20,918 "," 20,631 "," 18,094 "," 15,923 "," 17,606 "," 13,089 "," 14,375 "
,E12000002,North West,E08000015,Wirral," 39,632 "," 19,479 "," 21,398 "," 20,034 "," 18,049 "," 18,401 "," 12,997 "," 18,477 "
,E12000002,North West,E07000128,Wyre," 14,587 "," 7,046 "," 8,017 "," 7,798 "," 7,319 "," 8,135 "," 6,146 "," 8,377 "
,E12000008,South East,E07000223,Adur," 6,889 "," 4,209 "," 4,184 "," 3,698 "," 3,402 "," 3,924 "," 3,005 "," 4,375 "
,E12000008,South East,E07000224,Arun," 14,564 "," 9,696 "," 10,524 "," 10,069 "," 10,067 "," 12,159 "," 9,445 "," 13,434 "
,E12000008,South East,E07000105,Ashford," 13,793 "," 8,122 "," 8,356 "," 7,058 "," 6,340 "," 7,053 "," 5,303 "," 6,545 "
,E12000008,South East,E07000084,Basingstoke and Deane," 20,723 "," 12,343 "," 11,243 "," 9,807 "," 8,145 "," 8,703 "," 6,198 "," 7,937 "
,E12000008,South East,E06000036,Bracknell Forest," 13,179 "," 7,838 "," 7,524 "," 6,451 "," 5,260 "," 4,783 "," 3,419 "," 4,629 "
,E12000008,South East,E06000043,Brighton and Hove," 32,697 "," 17,924 "," 16,398 "," 12,598 "," 10,206 "," 9,767 "," 6,862 "," 10,120 "
,E12000008,South East,E06000060,Buckinghamshire," 54,336 "," 34,767 "," 35,158 "," 30,362 "," 25,633 "," 26,146 "," 19,934 "," 28,367 "
,E12000008,South East,E07000106,Canterbury," 15,476 "," 8,339 "," 9,239 "," 8,554 "," 8,232 "," 9,148 "," 6,739 "," 9,144 "
,E12000008,South East,E07000177,Cherwell," 16,317 "," 10,190 "," 10,289 "," 8,557 "," 7,260 "," 7,387 "," 5,295 "," 7,433 "
,E12000008,South East,E07000225,Chichester," 12,261 "," 7,558 "," 8,568 "," 8,364 "," 7,688 "," 8,496 "," 6,793 "," 9,686 "
