UTLA Code,UTLA Name,LTLA Code,LTLA Name,Under 18,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,18+,16+
E08000013,St. Helens,E08000013,St. Helens,"37,854","13,760","12,163","13,191","12,533","11,328","12,522","13,966","13,791","11,785","10,125","10,582","7,531","9,359","152,636","156,695"
E08000007,Stockport,E08000007,Stockport,"64,835","20,978","18,869","22,334","22,435","21,175","20,584","21,828","21,538","18,493","15,826","16,054","11,644","16,723","248,481","255,212"
E08000008,Tameside,E08000008,Tameside,"53,582","18,306","16,471","18,404","17,303","15,480","15,787","17,735","17,349","14,332","11,598","11,782","8,031","9,683","192,261","197,717"
E08000009,Trafford,E08000009,Trafford,"57,484","17,487","14,773","17,448","19,792","19,267","18,070","17,844","17,101","13,955","11,333","11,079","8,109","11,894","198,152","204,203"
E06000007,Warrington,E06000007,Warrington,"45,253","16,372","14,076","15,635","15,945","15,056","15,306","17,094","16,785","13,406","11,097","10,940","8,253","10,423","180,388","185,382"
E10000017,Lancashire,E07000127,West Lancashire,"22,410","10,206","6,660","6,977","6,868","6,514","7,413","8,929","9,305","7,924","6,779","7,139","5,277","6,608","96,599","99,240"
E08000010,Wigan,E08000010,Wigan,"69,533","25,080","21,700","24,140","23,062","20,602","22,357","25,956","24,003","20,211","17,098","18,431","13,511","14,661","270,812","278,239"
E08000015,Wirral,E08000015,Wirral,"67,997","23,952","20,092","22,315","21,375","19,958","21,238","24,125","25,115","22,360","19,454","19,325","13,484","18,855","271,648","279,224"
E10000017,Lancashire,E07000128,Wyre,"20,611","7,428","5,933","6,392","6,293","5,917","6,662","8,289","9,107","8,522","7,803","8,522","6,326","8,456","95,650","98,225"
E10000032,West Sussex,E07000223,Adur,"13,287","4,219","3,482","4,056","4,201","4,368","4,642","4,860","4,725","4,098","3,660","4,099","3,114","4,434","53,958","55,408"
E10000032,West Sussex,E07000224,Arun,"29,569","10,910","9,212","10,421","9,862","9,377","10,015","11,989","12,588","11,565","10,990","12,727","9,767","13,673","143,096","146,328"
E10000016,Kent,E07000105,Ashford,"30,895","10,465","8,592","9,669","9,104","8,762","9,052","10,374","9,672","7,895","6,873","7,427","5,521","6,640","110,046","113,561"
E10000014,Hampshire,E07000084,Basingstoke and Deane,"40,437","13,593","12,391","14,552","14,398","13,606","13,562","14,249","13,539","10,808","8,769","9,100","6,474","8,112","153,153","157,110"
E06000036,Bracknell Forest,E06000036,Bracknell Forest,"29,106","9,978","8,599","9,944","10,227","9,876","9,480","9,527","8,824","7,285","5,786","5,136","3,611","4,813","103,086","106,422"
E06000043,Brighton and Hove,E06000043,Brighton and Hove,"51,583","38,687","29,309","29,303","25,944","23,990","23,737","23,230","20,325","15,017","11,780","10,895","7,483","10,889","270,589","276,731"
E06000060,Buckinghamshire,E06000060,Buckinghamshire,"127,196","41,613","33,477","37,347","39,307","40,622","40,407","42,623","40,943","34,020","27,701","27,571","20,733","29,269","455,633","469,754"
E10000016,Kent,E07000106,Canterbury,"30,403","24,465","12,646","10,775","9,861","9,375","9,796","10,656","10,777","9,637","8,898","9,572","6,982","9,314","142,754","146,802"
E10000025,Oxfordshire,E07000177,Cherwell,"35,480","12,436","11,839","13,791","13,536","12,189","11,508","12,282","11,932","9,632","7,867","7,820","5,496","7,656","137,984","141,742"
E10000032,West Sussex,E07000225,Chichester,"22,502","9,969","7,178","7,555","7,175","7,113","7,784","8,969","9,843","9,216","8,283","8,918","7,023","9,841","108,867","111,364"
E10000032,West Sussex,E07000226,Crawley,"28,454","9,307","9,085","11,138","11,144","9,893","8,424","8,260","7,551","6,441","4,861","4,286","2,706","4,194","97,290","100,084"
E10000016,Kent,E07000107,Dartford,"29,873","8,066","7,735","9,757","10,089","9,055","8,072","7,963","7,284","5,799","4,508","4,409","3,045","4,499","90,281","93,060"
E10000016,Kent,E07000108,Dover,"23,880","8,410","6,946","7,224","6,893","6,516","7,001","8,411","9,107","8,282","7,560","7,684","5,674","6,990","96,698","99,447"
E10000014,Hampshire,E07000085,East Hampshire,"25,526","8,866","6,688","7,314","7,373","7,843","8,677","9,935","10,232","9,025","7,441","7,866","5,905","8,051","105,216","108,267"
E10000011,East Sussex,E07000061,Eastbourne,"20,665","8,086","6,470","6,967","6,823","6,568","6,800","7,394","7,602","6,747","6,020","6,712","4,951","7,699","88,839","91,265"
E10000014,Hampshire,E07000086,Eastleigh,"29,724","9,419","8,413","9,804","9,625","9,353","9,138","9,851","9,662","8,415","7,127","7,161","5,196","7,376","110,540","113,563"
E10000030,Surrey,E07000207,Elmbridge,"36,511","10,554","7,833","8,921","10,610","12,702","12,769","12,111","10,978","8,576","6,783","6,646","4,995","7,738","121,216","125,211"
E10000030,Surrey,E07000208,Epsom and Ewell,"19,051","6,642","4,946","5,477","6,282","6,794","6,606","6,235","5,840","4,679","3,829","4,091","2,972","4,206","68,599","70,702"
E10000014,Hampshire,E07000087,Fareham,"22,085","8,583","6,457","7,343","7,158","6,935","7,561","8,739","9,255","8,123","6,720","7,434","5,791","8,112","98,211","100,906"
E10000016,Kent,E07000112,Folkestone and Hythe,"21,597","8,206","6,442","6,850","6,485","6,652","6,997","8,307","8,769","7,807","7,058","7,889","5,615","7,125","94,202","96,576"
E10000014,Hampshire,E07000088,Gosport,"17,065","6,438","5,169","5,498","5,356","4,849","5,096","6,022","6,235","5,539","4,667","4,900","3,477","4,713","67,959","69,839"
E10000016,Kent,E07000109,Gravesham,"26,843","8,909","7,430","8,610","8,556","7,674","7,357","7,974","7,551","6,038","5,050","4,990","3,696","5,209","89,044","91,824"
E10000030,Surrey,E07000209,Guildford,"29,310","18,019","10,742","10,511","10,286","10,391","10,683","10,506","10,331","8,288","6,701","6,820","4,932","7,305","125,515","129,009"
E10000014,Hampshire,E07000089,Hart,"22,143","7,799","5,666","6,547","6,901","7,231","7,913","7,833","7,572","5,962","4,832","5,328","4,151","5,582","83,317","85,889"
E10000011,East Sussex,E07000062,Hastings,"19,531","6,958","5,993","6,726","6,455","6,053","6,195","7,354","7,320","6,153","5,416","5,245","3,583","4,478","77,929","79,996"
E10000014,Hampshire,E07000090,Havant,"25,078","8,931","7,396","8,168","7,651","6,945","7,478","9,228","9,709","8,933","7,598","8,014","6,082","8,661","104,794","107,562"
E10000032,West Sussex,E07000227,Horsham,"30,748","10,403","8,190","9,058","9,277","9,569","10,133","11,554","11,815","10,089","8,576","9,091","6,781","9,409","123,945","127,643"
E06000046,Isle of Wight,E06000046,Isle of Wight,"24,876","9,271","7,427","8,058","7,588","7,620","8,435","10,803","11,631","10,869","10,616","11,344","8,730","10,533","122,925","125,790"
E10000011,East Sussex,E07000063,Lewes,"19,758","7,069","5,219","6,004","5,963","6,047","6,762","7,851","7,925","7,052","6,595","7,130","5,337","7,644","86,598","88,931"
E10000016,Kent,E07000110,Maidstone,"38,974","12,659","11,433","13,242","12,785","11,989","12,051","12,909","12,321","10,259","8,717","9,389","6,716","8,936","143,406","147,355"
E06000035,Medway,E06000035,Medway,"67,405","23,527","19,586","22,085","21,138","19,738","18,610","19,926","19,421","16,240","13,313","13,236","9,044","11,113","226,977","234,119"
E10000032,West Sussex,E07000228,Mid Sussex,"34,001","10,462","8,249","9,999","10,650","11,078","11,524","11,809","11,152","9,232","8,094","8,344","6,489","8,921","126,003","129,825"
E06000042,Milton Keynes,E06000042,Milton Keynes,"72,438","22,851","20,654","25,008","26,088","25,182","22,210","20,900","18,385","15,462","12,838","11,525","7,417","8,961","237,481","244,997"
E10000030,Surrey,E07000210,Mole Valley,"17,903","6,566","4,893","4,980","5,421","6,045","6,695","7,290","7,373","6,254","5,373","5,312","4,218","6,302","76,722","79,006"
E10000014,Hampshire,E07000091,New Forest,"31,585","11,697","8,998","9,594","9,586","9,784","10,929","13,280","14,662","13,295","12,450","13,806","10,516","15,367","153,964","157,596"
E10000025,Oxfordshire,E07000178,Oxford,"33,477","42,052","25,575","21,578","16,751","13,325","11,001","10,181","9,295","7,288","5,756","5,224","3,771","5,388","177,185","182,457"
E06000044,Portsmouth,E06000044,Portsmouth,"43,882","27,988","21,295","20,542","19,079","15,433","14,175","14,713","13,859","11,328","8,789","8,428","6,033","8,312","189,974","194,402"
E06000038,Reading,E06000038,Reading,"40,123","20,277","18,065","19,842","19,062","16,447","13,444","12,135","10,603","8,305","6,316","5,647","4,201","5,983","160,327","164,199"
E10000030,Surrey,E07000211,Reigate and Banstead,"35,501","10,667","9,429","11,616","12,128","12,080","11,509","11,307","11,046","8,877","7,081","7,357","5,214","7,828","126,139","129,718"
E10000011,East Sussex,E07000064,Rother,"16,369","6,182","4,582","4,691","4,496","4,524","5,369","6,875","7,756","7,386","7,136","8,409","6,328","8,738","82,472","84,467"
E10000030,Surrey,E07000212,Runnymede,"18,399","10,685","6,742","6,568","6,528","6,598","6,686","6,606","6,426","5,201","4,048","4,002","3,052","4,644","77,786","79,738"
E10000014,Hampshire,E07000092,Rushmoor,"21,891","8,293","8,126","9,703","8,674","7,585","7,068","7,389","7,059","5,346","4,300","4,337","3,195","3,860","84,935","87,147"
E10000016,Kent,E07000111,Sevenoaks,"28,121","8,354","6,442","7,264","7,864","8,285","8,668","9,233","9,057","7,647","6,547","7,035","5,269","7,419","99,084","102,233"
E06000039,Slough,E06000039,Slough,"46,620","13,817","12,418","15,734","17,408","15,818","12,494","10,635","8,826","7,394","5,579","4,114","2,612","4,076","130,925","135,220"
E10000025,Oxfordshire,E07000179,South Oxfordshire,"31,711","10,732","9,207","10,447","10,459","10,395","10,833","11,938","11,366","9,362","7,877","8,027","6,425","8,619","125,687","129,185"
E06000045,Southampton,E06000045,Southampton,"52,650","35,424","28,134","25,801","22,933","19,797","16,947","15,580","14,884","12,635","10,181","9,256","6,768","8,940","227,280","232,270"
E10000030,Surrey,E07000213,Spelthorne,"22,942","7,559","6,915","8,430","8,567","8,271","7,553","7,960","7,856","6,221","4,865","4,872","3,733","5,710","88,512","90,836"
E10000030,Surrey,E07000214,Surrey Heath,"19,724","7,015","5,605","6,208","6,398","6,656","7,042","7,447","7,178","5,753","4,620","4,676","3,651","5,299","77,548","79,863"
E10000016,Kent,E07000113,Swale,"34,332","12,105","10,522","11,902","11,075","10,066","10,005","11,163","11,196","9,256","7,830","8,450","5,858","6,959","126,387","129,862"
E10000030,Surrey,E07000215,Tandridge,"19,778","6,496","4,756","5,576","6,003","6,132","6,425","7,048","6,899","5,789","4,827","4,867","3,751","5,307","73,876","76,126"
E10000014,Hampshire,E07000093,Test Valley,"27,169","9,319","8,039","8,945","8,977","8,741","9,244","10,151","10,042","8,406","7,001","7,663","5,690","7,405","109,623","112,511"
E10000016,Kent,E07000114,Thanet,"30,365","10,536","8,603","9,466","9,103","8,592","8,990","10,154","10,403","9,414","8,756","9,417","6,843","8,605","118,882","122,179"
E10000016,Kent,E07000115,Tonbridge and Malling,"30,812","9,352","7,532","8,586","8,760","9,076","9,755","10,099","9,736","7,860","6,474","6,955","5,204","6,937","106,326","109,755"
E10000016,Kent,E07000116,Tunbridge Wells,"27,232","8,591","6,744","7,805","8,157","8,396","8,985","9,296","8,497","7,020","5,681","6,075","4,571","6,513","96,331","99,642"
E10000025,Oxfordshire,E07000180,Vale of White Horse,"31,085","9,838","8,966","10,430","10,549","10,003","9,871","10,308","10,158","8,707","7,245","7,452","5,536","7,794","116,857","120,326"
E10000030,Surrey,E07000216,Waverley,"29,466","10,438","6,643","7,396","8,337","9,197","10,094","10,316","9,613","8,158","6,842","7,239","5,812","8,731","108,816","112,706"
E10000011,East Sussex,E07000065,Wealden,"31,450","10,999","8,109","8,754","8,616","8,869","10,406","12,451","13,167","11,804","10,568","11,695","8,955","11,613","136,006","139,924"
E06000037,West Berkshire,E06000037,West Berkshire,"36,008","11,890","9,508","10,744","11,240","11,406","12,188","13,233","12,294","10,308","8,682","8,747","6,416","8,113","134,769","138,958"
E10000025,Oxfordshire,E07000181,West Oxfordshire,"23,485","8,358","7,353","7,970","7,841","7,695","7,929","8,757","8,789","7,442","6,346","6,612","5,047","6,927","97,066","99,662"
E10000014,Hampshire,E07000094,Winchester,"26,732","13,285","7,891","7,936","8,226","8,572","8,965","9,404","9,356","8,034","6,698","7,045","5,364","7,754","108,530","111,908"
E06000040,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,"35,720","11,635","9,348","11,067","12,162","12,847","12,739","12,740","11,697","9,535","7,563","7,565","5,699","8,339","132,936","137,202"
E10000030,Surrey,E07000217,Woking,"25,104","7,799","7,389","8,598","9,261","9,385","8,603","7,909","7,265","5,861","4,793","4,627","3,343","5,130","89,963","92,498"
E06000041,Wokingham,E06000041,Wokingham,"42,555","13,492","10,528","11,904","13,727","14,907","14,394","13,325","12,498","10,301","8,148","8,303","6,212","8,585","146,324","150,805"
E10000032,West Sussex,E07000229,Worthing,"22,089","7,804","6,695","7,741","7,652","7,619","7,935","8,515","8,262","6,971","5,979","6,661","4,904","7,540","94,278","96,698"
E06000022,Bath and North East Somerset,E06000022,Bath and North East Somerset,"37,346","26,922","15,340","13,616","12,222","11,765","12,433","13,403","13,318","11,371","9,800","10,127","7,488","10,895","168,700","172,886"
E06000058,"Bournemouth, Christchurch and Poole",E06000058,"Bournemouth, Christchurch and Poole","77,133","36,332","28,639","31,412","31,182","29,042","27,583","29,194","28,733","24,911","21,808","23,176","17,471","26,093","355,576","363,832"
E06000023,"Bristol, City of",E06000023,"Bristol, City of","99,304","62,268","52,504","52,819","45,899","37,459","31,476","29,546","27,599","22,199","18,062","16,629","11,711","16,608","424,779","434,554"
E10000013,Gloucestershire,E07000078,Cheltenham,"24,643","11,357","9,059","9,273","9,151","8,171","7,891","8,286","8,427","7,065","5,918","5,951","4,526","7,045","102,120","105,060"
E06000052,Cornwall,E06000052,Cornwall,"108,671","43,945","32,636","35,295","33,859","33,612","36,687","42,526","44,922","41,628","38,182","40,806","29,676","36,454","490,228","502,342"
E10000013,Gloucestershire,E07000079,Cotswold,"16,987","6,646","4,827","5,048","5,236","5,382","6,142","7,157","7,640","6,757","6,159","6,380","4,907","6,485","78,766","80,772"
E06000059,Dorset,E06000059,Dorset,"68,472","26,160","19,043","20,354","20,112","20,193","22,962","28,077","30,854","29,671","27,638","30,775","23,049","31,665","330,553","339,244"
E10000008,Devon,E07000040,East Devon,"26,736","9,938","7,454","7,862","7,908","7,911","8,976","10,647","11,148","10,723","10,496","11,990","9,425","13,361","127,839","130,897"
E10000008,Devon,E07000041,Exeter,"22,910","24,782","12,337","10,598","9,747","8,313","7,865","8,206","7,642","6,572","5,735","5,792","4,293","6,280","118,162","120,504"
E10000013,Gloucestershire,E07000080,Forest of Dean,"16,438","6,769","4,818","5,130","4,789","4,474","5,347","6,740","7,140","6,364","5,876","6,083","4,464","5,464","73,458","75,507"
E10000013,Gloucestershire,E07000081,Gloucester,"29,797","11,315","9,591","10,414","9,876","8,749","8,537","9,589","9,268","7,754","6,098","5,831","4,514","5,921","107,457","110,580"
E06000053,Isles of Scilly,E06000053,Isles of Scilly,362,240,268,209,190,180,145,162,182,143,124,146,133,163,"2,285","2,319"
E10000027,Somerset,E07000187,Mendip,"24,477","8,461","6,471","7,199","7,045","7,118","8,052","9,631","9,622","8,260","7,435","7,730","5,565","7,335","99,924","103,222"
E10000008,Devon,E07000042,Mid Devon,"17,271","5,885","4,587","4,823","5,021","4,862","5,344","6,353","6,583","5,810","5,296","5,480","4,056","5,210","69,310","71,320"
E10000008,Devon,E07000043,North Devon,"19,540","7,030","5,821","6,046","5,573","5,734","6,305","7,598","8,065","7,397","6,437","7,005","5,367","6,871","85,249","87,491"
E06000024,North Somerset,E06000024,North Somerset,"45,040","15,298","12,179","13,763","14,481","14,413","15,016","16,320","16,531","14,039","12,862","14,122","10,873","14,570","184,467","189,373"
E06000026,Plymouth,E06000026,Plymouth,"54,118","29,082","21,955","20,996","19,298","16,868","16,823","18,411","18,103","15,919","13,284","13,406","9,868","13,084","227,097","232,863"
E10000027,Somerset,E07000188,Sedgemoor,"25,089","9,125","7,481","7,996","7,718","7,213","8,002","9,649","10,024","8,675","7,822","8,407","6,098","7,846","106,056","108,823"
E10000027,Somerset,E07000246,Somerset West and Taunton,"30,895","11,165","9,529","10,389","10,089","9,270","9,885","11,540","12,187","11,141","10,379","10,766","8,233","11,376","135,949","139,788"
E06000025,South Gloucestershire,E06000025,South Gloucestershire,"61,369","27,218","22,048","22,508","21,670","19,797","19,407","21,345","20,670","16,671","13,873","14,341","11,472","15,231","246,251","252,622"
E10000008,Devon,E07000044,South Hams,"15,981","5,868","4,281","4,678","4,730","4,876","5,401","6,749","7,588","7,314","6,599","7,070","5,059","6,371","76,584","78,469"
E10000027,Somerset,E07000189,South Somerset,"33,904","12,634","10,208","11,050","10,254","9,721","10,861","12,790","13,433","12,090","11,237","12,288","9,028","11,590","147,184","151,066"
E10000013,Gloucestershire,E07000082,Stroud,"24,293","8,469","6,662","7,134","7,154","7,447","8,483","9,672","9,638","8,710","7,558","7,859","5,623","7,453","101,862","104,703"
E06000030,Swindon,E06000030,Swindon,"54,052","17,453","16,023","18,788","18,921","17,350","17,024","17,374","16,584","13,653","10,891","10,077","7,090","9,706","190,934","196,273"
E10000008,Devon,E07000045,Teignbridge,"24,937","9,003","7,153","7,871","7,726","7,582","8,431","10,267","11,217","10,167","9,591","10,076","7,581","9,690","116,355","119,218"
E10000013,Gloucestershire,E07000083,Tewkesbury,"20,434","6,538","5,747","6,661","6,343","6,151","6,156","6,917","7,181","6,124","5,632","5,754","4,371","5,763","79,338","81,434"
E06000027,Torbay,E06000027,Torbay,"26,220","9,610","7,907","8,466","7,965","7,675","8,600","10,535","11,116","10,130","9,409","10,081","7,640","10,238","119,372","122,459"
E10000008,Devon,E07000046,Torridge,"12,459","4,603","3,371","3,677","3,434","3,572","4,083","5,251","5,714","5,588","5,178","5,509","4,003","4,833","58,816","60,226"
E10000008,Devon,E07000047,West Devon,"10,181","3,560","2,601","2,843","2,892","2,956","3,446","4,342","4,952","4,619","4,216","4,475","3,363","4,229","48,494","49,786"
E06000054,Wiltshire,E06000054,Wiltshire,"106,297","40,449","31,860","33,858","32,811","31,309","34,537","38,602","39,090","34,155","29,503","30,357","22,599","30,183","429,313","441,692"
E08000025,Birmingham,E08000025,Birmingham,"312,603","133,923","104,484","109,031","102,793","91,678","80,643","78,534","69,691","57,545","45,421","39,083","28,872","42,896","984,594","1,018,263"
E10000034,Worcestershire,E07000234,Bromsgrove,"21,074","7,055","5,506","6,083","6,202","6,290","6,905","7,795","7,608","6,462","5,807","5,850","4,662","6,458","82,683","85,184"
E10000028,Staffordshire,E07000192,Cannock Chase,"20,604","7,341","6,645","7,131","6,668","5,835","6,668","7,982","7,683","6,254","5,424","5,432","4,047","4,833","81,943","84,127"
E08000026,Coventry,E08000026,Coventry,"84,479","57,584","33,641","32,692","30,166","26,266","23,655","24,063","21,607","17,841","14,307","13,139","10,259","14,603","319,823","328,488"
E08000027,Dudley,E08000027,Dudley,"70,184","24,823","21,278","22,612","21,459","19,916","21,072","24,399","22,940","19,058","17,016","17,167","13,873","18,214","263,827","271,320"
E10000028,Staffordshire,E07000193,East Staffordshire,"27,646","9,340","8,843","9,748","9,213","8,367","8,392","9,439","9,075","7,836","6,340","6,322","4,737","6,071","103,723","106,648"
E06000019,"Herefordshire, County of",E06000019,"Herefordshire, County of","35,157","12,899","10,683","12,118","11,514","10,863","11,947","14,321","15,205","14,014","12,791","13,151","9,810","13,163","162,479","166,480"
E10000028,Staffordshire,E07000194,Lichfield,"20,441","7,810","6,645","7,074","7,020","7,018","7,525","8,605","8,203","6,821","6,254","6,970","5,792","6,497","92,234","94,566"
E10000034,Worcestershire,E07000235,Malvern Hills,"14,733","5,543","3,778","4,138","3,969","4,338","4,878","6,129","6,694","6,129","5,540","6,072","4,496","6,143","67,847","69,928"
E10000028,Staffordshire,E07000195,Newcastle-under-Lyme,"23,852","12,767","7,957","8,270","7,929","7,523","8,039","9,329","9,190","8,195","7,045","7,400","5,381","7,249","106,274","109,008"
E10000031,Warwickshire,E07000218,North Warwickshire,"12,874","4,654","4,027","4,399","4,109","3,768","4,368","5,316","5,262","4,560","3,833","4,009","2,996","3,604","54,905","56,317"
E10000031,Warwickshire,E07000219,Nuneaton and Bedworth,"29,632","10,252","9,272","10,494","9,818","8,784","8,954","9,960","9,557","8,167","7,060","7,085","5,359","6,386","111,148","114,185"
E10000034,Worcestershire,E07000236,Redditch,"19,430","6,456","5,980","6,900","6,739","6,317","5,843","6,145","5,795","5,264","4,987","4,776","3,180","3,492","71,874","73,898"
E10000031,Warwickshire,E07000220,Rugby,"25,761","8,403","7,815","9,242","9,247","8,409","8,234","8,548","8,158","6,540","5,310","5,527","4,516","5,707","95,656","98,477"
E08000028,Sandwell,E08000028,Sandwell,"88,942","31,061","25,192","28,575","27,919","25,419","24,379","24,945","22,383","18,322","14,606","13,115","9,979","13,598","279,493","288,722"
E06000051,Shropshire,E06000051,Shropshire,"59,936","23,639","17,860","19,303","18,246","17,555","20,464","24,711","25,927","23,260","21,138","21,970","17,034","21,788","272,895","280,521"
E08000029,Solihull,E08000029,Solihull,"48,996","16,581","13,568","14,764","14,969","14,425","14,898","16,606","16,322","13,577","11,178","12,269","9,595","13,089","181,841","187,124"
E10000028,Staffordshire,E07000196,South Staffordshire,"19,906","8,384","6,533","6,817","6,663","6,174","7,074","8,678","9,084","8,089","6,968","7,347","6,013","7,473","95,297","97,554"
E10000028,Staffordshire,E07000197,Stafford,"26,794","9,445","8,370","9,650","9,410","8,919","9,325","10,801","10,487","9,148","8,058","8,477","6,702","8,302","117,094","119,931"
E10000028,Staffordshire,E07000198,Staffordshire Moorlands,"17,664","6,472","4,998","5,327","5,301","5,197","6,275","8,001","7,779","6,994","6,394","7,042","5,258","6,433","81,471","83,636"
E06000021,Stoke-on-Trent,E06000021,Stoke-on-Trent,"62,328","22,959","19,398","22,226","20,320","17,533","17,139","18,251","17,307","15,117","12,835","12,191","8,853","11,356","215,485","221,779"
E10000031,Warwickshire,E07000221,Stratford-on-Avon,"25,832","9,274","7,838","8,643","8,490","8,537","9,515","11,012","11,232","9,828","8,585","9,175","7,355","9,413","118,897","121,862"
E10000028,Staffordshire,E07000199,Tamworth,"17,099","6,105","5,275","6,048","5,625","5,057","5,443","6,056","5,404","4,820","4,412","4,301","3,026","3,329","64,901","66,758"
E06000020,Telford and Wrekin,E06000020,Telford and Wrekin,"43,152","15,807","12,680","13,700","13,273","12,199","12,806","14,023","13,183","10,737","9,494","9,254","6,609","7,805","151,570","156,137"
E08000030,Walsall,E08000030,Walsall,"71,909","24,547","19,781","21,810","20,975","19,170","18,554","20,410","18,929","16,143","13,341","12,739","10,029","14,212","230,640","238,083"
E10000031,Warwickshire,E07000222,Warwick,"29,493","12,836","10,529","12,510","11,967","11,054","10,557","10,772","10,336","8,488","7,352","7,409","5,782","7,908","127,500","130,671"
E08000031,Wolverhampton,E08000031,Wolverhampton,"67,868","23,555","20,474","23,085","22,094","19,986","19,303","19,986","18,093","15,155","12,613","11,200","8,433","12,841","226,818","233,852"
E10000034,Worcestershire,E07000237,Worcester,"21,227","9,399","7,861","8,303","7,650","7,234","7,139","7,792","7,438","5,947","5,133","4,963","3,593","4,784","87,236","89,528"
E10000034,Worcestershire,E07000238,Wychavon,"25,400","8,827","7,570","8,415","8,196","7,863","8,643","10,393","10,695","9,299","8,584","9,097","6,760","8,699","113,041","115,943"
E10000034,Worcestershire,E07000239,Wyre Forest,"19,678","7,055","5,786","6,307","6,084","5,819","6,762","8,035","7,852","6,560","6,417","7,276","5,665","6,471","86,089","88,169"
E08000016,Barnsley,E08000016,Barnsley,"52,245","18,433","17,273","18,431","17,147","14,944","16,184","19,588","18,607","16,078","13,622","13,240","9,610","11,518","204,675","210,098"
E08000032,Bradford,E08000032,Bradford,"149,368","52,888","41,071","45,184","45,282","41,089","37,372","37,305","34,254","30,351","25,147","22,851","14,537","21,939","449,270","465,410"
E08000033,Calderdale,E08000033,Calderdale,"47,756","16,378","13,618","14,961","14,846","14,068","14,930","16,887","15,974","13,601","11,255","11,337","7,763","9,584","175,202","180,527"
E10000023,North Yorkshire,E07000163,Craven,"10,075","3,811","2,888","3,088","3,068","3,185","3,663","4,623","4,833","4,605","4,219","4,275","3,201","4,115","49,574","50,759"
E08000017,Doncaster,E08000017,Doncaster,"68,185","24,566","22,426","24,576","22,725","19,894","20,075","23,082","23,201","20,437","17,028","16,612","11,623","15,478","261,723","268,789"
E06000011,East Riding of Yorkshire,E06000011,East Riding of Yorkshire,"62,985","23,194","18,797","19,519","19,414","19,137","22,498","26,427","27,955","25,532","23,548","25,723","17,991","23,620","293,355","300,758"
E10000023,North Yorkshire,E07000164,Hambleton,"15,956","6,213","4,950","5,106","4,998","4,937","5,440","7,114","7,918","7,063","6,333","6,730","4,923","6,577","78,302","80,199"
E10000023,North Yorkshire,E07000165,Harrogate,"33,653","12,658","9,384","10,053","10,562","10,763","11,508","13,375","13,605","11,822","9,879","10,459","7,575","10,850","142,493","147,833"
E06000010,"Kingston upon Hull, City of",E06000010,"Kingston upon Hull, City of","61,118","25,362","22,945","23,518","21,318","17,790","17,997","18,565","18,205","15,576","12,552","11,538","7,185","9,953","222,504","228,580"
E08000034,Kirklees,E08000034,Kirklees,"101,241","40,341","31,498","32,046","31,285","29,562","30,010","32,563","29,882","25,427","21,575","21,578","14,967","19,319","360,053","371,200"
E08000035,Leeds,E08000035,Leeds,"183,349","98,016","76,347","74,354","68,969","60,577","55,171","55,063","51,439","43,113","35,071","35,098","24,323","34,554","712,095","730,333"
E06000012,North East Lincolnshire,E06000012,North East Lincolnshire,"34,770","11,988","10,278","11,603","10,598","9,285","10,171","11,749","12,308","10,546","8,981","8,958","6,267","8,867","131,599","135,335"
E06000013,North Lincolnshire,E06000013,North Lincolnshire,"35,651","12,691","10,847","11,803","11,409","10,205","11,032","13,162","13,459","11,819","10,243","10,349","7,323","9,478","143,820","147,765"
E10000023,North Yorkshire,E07000166,Richmondshire,"9,646","6,516","4,022","3,727","3,218","2,847","2,946","3,758","3,933","3,715","3,205","3,286","2,293","2,928","46,394","47,643"
E08000018,Rotherham,E08000018,Rotherham,"59,075","21,304","17,714","19,233","18,185","16,497","17,583","20,350","19,349","16,922","14,304","14,296","10,624","13,164","219,525","225,858"
E10000023,North Yorkshire,E07000167,Ryedale,"9,833","3,653","2,780","3,036","3,011","2,906","3,436","4,289","4,780","4,323","3,983","4,150","3,033","4,004","47,384","48,644"
E10000023,North Yorkshire,E07000168,Scarborough,"19,854","7,540","6,309","6,898","6,254","5,827","6,724","8,076","9,054","8,683","7,887","8,347","5,941","7,776","95,316","97,741"
E10000023,North Yorkshire,E07000169,Selby,"19,055","6,275","5,543","6,312","6,038","5,760","6,289","7,200","7,344","6,453","5,315","5,477","3,728","4,436","76,170","78,206"
E08000019,Sheffield,E08000019,Sheffield,"120,386","75,986","53,781","47,534","41,439","36,853","35,859","39,441","36,769","30,954","25,561","25,049","19,008","26,404","494,638","507,390"
E08000036,Wakefield,E08000036,Wakefield,"77,289","27,049","25,387","27,817","26,428","22,947","24,280","27,786","26,268","22,385","18,985","18,714","13,283","16,271","297,600","305,634"
E06000014,York,E06000014,York,"36,347","27,001","18,163","15,895","15,049","13,815","13,251","14,348","13,762","11,776","10,048","10,702","7,581","10,884","182,275","186,392"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data quality notes:,,,,,,,,,,,,,,,,,,,
"1. See ""Definitions"" tab for more information on NIMS population estimates.",,,,,,,,,,,,,,,,,,,
2. The sum of geographies will not equal the England total. This is due to a number of individuals vaccinated in England with a registered address in Scotland or Wales or where their address is unknown.,,,,,,,,,,,,,,,,,,,
