,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,1st dose Under 40,1st dose 40-44,1st dose 45-49,1st dose 50-54,1st dose 55-59,1st dose 60-64,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 40,2nd dose 40-44,2nd dose 45-49,2nd dose 50-54,2nd dose 55-59,2nd dose 60-64,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,
,E12000004,East Midlands,E10000021,Northamptonshire,E07000151,Daventry," 6,025 "," 3,946 "," 5,082 "," 6,435 "," 6,522 "," 5,398 "," 4,776 "," 5,053 "," 3,584 "," 4,196 ",," 2,833 ", 938 ," 1,208 "," 1,834 "," 2,351 "," 2,829 "," 4,452 "," 4,941 "," 3,521 "," 4,111 ",," 80,035 "
,E12000004,East Midlands,E06000015,Derby,E06000015,Derby," 32,491 "," 12,728 "," 13,800 "," 15,188 "," 14,755 "," 12,410 "," 10,675 "," 10,682 "," 7,862 "," 11,702 ",," 10,522 "," 3,433 "," 4,021 "," 4,824 "," 5,536 "," 6,417 "," 9,980 "," 10,285 "," 7,614 "," 11,259 ",," 216,184 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000035,Derbyshire Dales," 4,112 "," 2,987 "," 4,006 "," 5,542 "," 5,999 "," 5,424 "," 4,956 "," 5,425 "," 4,087 "," 5,122 ",," 1,860 ", 672 , 974 ," 1,430 "," 1,839 "," 2,298 "," 4,234 "," 5,310 "," 4,028 "," 5,014 ",," 75,319 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000137,East Lindsey," 10,667 "," 5,341 "," 6,916 "," 9,454 "," 10,934 "," 10,938 "," 10,805 "," 11,951 "," 9,001 "," 10,434 ",," 3,868 "," 1,283 "," 1,813 "," 2,616 "," 3,234 "," 4,064 "," 8,743 "," 11,378 "," 8,627 "," 10,027 ",," 152,094 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000152,East Northamptonshire," 6,290 "," 4,242 "," 5,423 "," 6,769 "," 6,639 "," 5,510 "," 5,062 "," 5,553 "," 3,887 "," 4,728 ",," 2,588 "," 1,024 "," 1,378 "," 1,994 "," 2,362 "," 2,567 "," 4,324 "," 5,364 "," 3,813 "," 4,571 ",," 84,088 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000036,Erewash," 9,060 "," 5,422 "," 6,544 "," 8,167 "," 7,992 "," 6,737 "," 5,922 "," 6,292 "," 4,735 "," 6,040 ",," 3,599 "," 1,151 "," 1,517 "," 2,445 "," 2,611 "," 3,241 "," 5,395 "," 6,106 "," 4,649 "," 5,900 ",," 103,525 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000173,Gedling," 8,834 "," 5,629 "," 6,504 "," 8,107 "," 8,138 "," 7,011 "," 6,385 "," 6,763 "," 4,816 "," 6,670 ",," 5,035 "," 1,840 "," 2,198 "," 2,835 "," 3,265 "," 3,375 "," 5,962 "," 6,540 "," 4,681 "," 6,390 ",," 110,978 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000131,Harborough," 6,413 "," 4,406 "," 5,784 "," 7,111 "," 7,004 "," 6,014 "," 5,342 "," 5,698 "," 4,280 "," 5,437 ",," 3,160 "," 1,191 "," 1,569 "," 2,185 "," 3,175 "," 4,251 "," 5,007 "," 5,550 "," 4,165 "," 5,247 ",," 92,989 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000037,High Peak," 6,791 "," 4,472 "," 5,289 "," 6,887 "," 7,262 "," 6,367 "," 5,379 "," 5,476 "," 3,921 "," 4,657 ",," 3,278 "," 1,103 "," 1,417 "," 2,045 "," 2,636 "," 2,765 "," 4,485 "," 5,327 "," 3,848 "," 4,350 ",," 87,755 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000132,Hinckley and Bosworth," 8,784 "," 4,669 "," 6,014 "," 7,949 "," 7,766 "," 7,023 "," 6,472 "," 7,026 "," 5,112 "," 6,235 ",," 4,009 "," 1,216 "," 1,541 "," 2,030 "," 2,497 "," 3,412 "," 5,667 "," 6,794 "," 4,998 "," 6,057 ",," 105,271 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000153,Kettering," 8,142 "," 4,963 "," 5,960 "," 6,984 "," 6,548 "," 5,368 "," 4,911 "," 5,242 "," 3,850 "," 4,632 ",," 4,051 "," 1,458 "," 1,747 "," 2,356 "," 2,650 "," 2,630 "," 3,956 "," 4,914 "," 3,702 "," 4,446 ",," 88,510 "
,E12000004,East Midlands,E06000016,Leicester,E06000016,Leicester," 35,974 "," 16,678 "," 17,382 "," 18,729 "," 17,305 "," 15,818 "," 13,126 "," 10,754 "," 7,000 "," 10,287 ",," 14,147 "," 4,485 "," 5,117 "," 6,629 "," 7,272 "," 8,859 "," 11,009 "," 9,853 "," 6,409 "," 9,343 ",," 246,176 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000138,Lincoln," 9,428 "," 4,115 "," 4,538 "," 5,315 "," 5,552 "," 4,634 "," 3,970 "," 3,889 "," 2,758 "," 3,968 ",," 4,922 "," 1,183 "," 1,325 "," 1,790 "," 2,153 "," 2,251 "," 3,599 "," 3,725 "," 2,670 "," 3,853 ",," 75,638 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000174,Mansfield," 9,828 "," 4,862 "," 5,661 "," 7,197 "," 7,568 "," 6,644 "," 5,737 "," 5,575 "," 4,231 "," 5,138 ",," 5,487 "," 1,864 "," 2,203 "," 3,017 "," 3,465 "," 3,865 "," 5,026 "," 5,024 "," 4,015 "," 4,800 ",," 101,207 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000133,Melton," 3,278 "," 1,873 "," 2,710 "," 3,843 "," 4,086 "," 3,486 "," 3,174 "," 3,365 "," 2,412 "," 2,980 ",," 1,294 ", 474 , 659 ," 1,050 "," 1,314 "," 1,574 "," 3,017 "," 3,292 "," 2,375 "," 2,769 ",," 49,025 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000175,Newark and Sherwood," 8,816 "," 5,141 "," 6,669 "," 8,507 "," 8,825 "," 7,818 "," 6,982 "," 7,519 "," 5,551 "," 6,869 ",," 4,798 "," 1,618 "," 2,239 "," 3,044 "," 3,577 "," 3,899 "," 6,324 "," 7,148 "," 5,354 "," 6,466 ",," 117,164 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000038,North East Derbyshire," 9,234 "," 4,843 "," 5,756 "," 7,277 "," 7,416 "," 6,834 "," 6,246 "," 6,706 "," 5,363 "," 6,393 ",," 3,389 "," 1,218 "," 1,463 "," 2,576 "," 3,324 "," 3,989 "," 5,406 "," 6,501 "," 5,219 "," 6,154 ",," 105,307 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000139,North Kesteven," 10,552 "," 5,643 "," 6,837 "," 8,284 "," 8,666 "," 7,349 "," 6,510 "," 7,432 "," 5,744 "," 7,247 ",," 4,531 "," 1,274 "," 1,852 "," 2,729 "," 3,252 "," 3,582 "," 5,923 "," 7,274 "," 5,640 "," 7,111 ",," 117,432 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000134,North West Leicestershire," 8,290 "," 4,952 "," 6,296 "," 7,504 "," 7,140 "," 6,140 "," 5,540 "," 5,910 "," 4,267 "," 4,835 ",," 2,837 ", 969 ," 1,305 "," 1,819 "," 1,924 "," 2,601 "," 5,044 "," 5,709 "," 4,147 "," 4,686 ",," 91,915 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000154,Northampton," 16,460 "," 10,358 "," 12,325 "," 13,578 "," 13,050 "," 10,835 "," 9,264 "," 9,413 "," 6,495 "," 8,727 ",," 8,006 "," 2,903 "," 3,476 "," 4,452 "," 5,066 "," 5,547 "," 8,186 "," 9,030 "," 6,268 "," 8,384 ",," 171,823 "
,E12000004,East Midlands,E06000018,Nottingham,E06000018,Nottingham," 26,195 "," 11,244 "," 13,021 "," 15,202 "," 14,889 "," 12,414 "," 10,171 "," 9,284 "," 6,572 "," 9,826 ",," 14,404 "," 3,514 "," 4,304 "," 5,264 "," 5,769 "," 5,666 "," 9,041 "," 8,736 "," 6,185 "," 9,126 ",," 200,827 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000135,Oadby and Wigston," 6,002 "," 2,785 "," 3,031 "," 3,558 "," 3,635 "," 3,359 "," 2,834 "," 2,972 "," 2,326 "," 3,755 ",," 2,284 ", 846 , 917 ," 1,116 "," 1,395 "," 1,853 "," 2,631 "," 2,865 "," 2,251 "," 3,412 ",," 53,827 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000176,Rushcliffe," 8,413 "," 6,403 "," 7,109 "," 8,235 "," 8,117 "," 7,019 "," 6,273 "," 6,721 "," 5,030 "," 7,005 ",," 4,584 "," 1,817 "," 1,973 "," 2,473 "," 2,834 "," 3,033 "," 5,964 "," 6,582 "," 4,927 "," 6,727 ",," 111,239 "
,E12000004,East Midlands,E06000017,Rutland,E06000017,Rutland," 2,775 "," 1,866 "," 2,175 "," 2,771 "," 2,714 "," 2,571 "," 2,403 "," 2,766 "," 2,092 "," 2,825 ",, 852 , 290 , 340 , 450 , 538 , 895 ," 2,187 "," 2,712 "," 2,043 "," 2,572 ",," 37,837 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000039,South Derbyshire," 12,190 "," 5,707 "," 6,611 "," 8,013 "," 7,412 "," 6,162 "," 5,569 "," 5,518 "," 3,947 "," 4,593 ",," 4,211 "," 1,457 "," 1,799 "," 2,470 "," 2,704 "," 2,940 "," 4,842 "," 5,399 "," 3,886 "," 4,495 ",," 99,925 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000140,South Holland," 5,894 "," 3,932 "," 4,982 "," 6,137 "," 6,561 "," 5,713 "," 5,415 "," 6,068 "," 4,460 "," 6,110 ",," 2,307 ", 702 ," 1,083 "," 1,289 "," 1,716 "," 2,198 "," 4,811 "," 5,855 "," 4,330 "," 5,911 ",," 85,474 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000141,South Kesteven," 11,363 "," 7,023 "," 8,579 "," 10,093 "," 10,411 "," 9,258 "," 8,303 "," 8,948 "," 6,752 "," 8,346 ",," 3,639 "," 1,288 "," 1,674 "," 2,144 "," 2,931 "," 3,774 "," 7,390 "," 8,680 "," 6,586 "," 8,111 ",," 135,293 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000155,South Northamptonshire," 5,671 "," 4,735 "," 6,126 "," 7,350 "," 7,216 "," 6,072 "," 5,078 "," 5,591 "," 3,974 "," 4,640 ",," 2,309 ", 914 ," 1,160 "," 1,685 "," 2,222 "," 2,647 "," 4,159 "," 5,467 "," 3,895 "," 4,516 ",," 85,427 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000156,Wellingborough," 4,938 "," 3,378 "," 4,389 "," 5,404 "," 5,148 "," 4,395 "," 4,076 "," 4,270 "," 3,074 "," 3,657 ",," 2,174 ", 891 ," 1,094 "," 1,641 "," 2,000 "," 2,177 "," 3,623 "," 4,124 "," 2,985 "," 3,490 ",," 66,928 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000142,West Lindsey," 7,109 "," 4,080 "," 5,089 "," 6,664 "," 7,213 "," 6,622 "," 6,144 "," 6,556 "," 4,956 "," 5,745 ",," 3,272 "," 1,038 "," 1,390 "," 2,018 "," 2,536 "," 3,091 "," 5,414 "," 6,404 "," 4,864 "," 5,621 ",," 95,826 "
,E12000006,East of England,E10000029,Suffolk,E07000200,Babergh," 6,171 "," 3,820 "," 4,924 "," 6,501 "," 6,697 "," 6,025 "," 5,755 "," 6,614 "," 5,038 "," 6,420 ",," 3,295 "," 1,193 "," 1,565 "," 2,588 "," 3,123 "," 4,095 "," 5,417 "," 6,461 "," 4,940 "," 6,259 ",," 96,901 "
,E12000006,East of England,E10000012,Essex,E07000066,Basildon," 18,165 "," 9,719 "," 10,434 "," 12,093 "," 11,652 "," 10,006 "," 8,062 "," 8,594 "," 6,004 "," 8,278 ",," 5,509 "," 2,087 "," 2,522 "," 3,418 "," 3,762 "," 4,475 "," 6,360 "," 8,119 "," 5,761 "," 7,833 ",," 152,853 "
,E12000006,East of England,E06000055,Bedford,E06000055,Bedford," 12,721 "," 8,981 "," 9,866 "," 11,511 "," 11,036 "," 9,314 "," 7,905 "," 8,089 "," 5,675 "," 8,109 ",," 6,553 "," 2,484 "," 2,839 "," 3,852 "," 3,890 "," 4,258 "," 7,217 "," 7,804 "," 5,523 "," 7,849 ",," 145,476 "
,E12000006,East of England,E10000012,Essex,E07000067,Braintree," 10,150 "," 7,203 "," 8,881 "," 10,892 "," 10,258 "," 8,777 "," 7,969 "," 8,612 "," 6,135 "," 7,621 ",," 4,654 "," 1,606 "," 2,155 "," 2,959 "," 3,179 "," 3,494 "," 6,938 "," 8,217 "," 5,923 "," 7,260 ",," 132,883 "
,E12000006,East of England,E10000020,Norfolk,E07000143,Breckland," 10,126 "," 5,715 "," 7,257 "," 9,272 "," 9,913 "," 8,820 "," 8,444 "," 9,443 "," 7,077 "," 9,216 ",," 5,119 "," 1,574 "," 2,195 "," 3,066 "," 3,945 "," 4,625 "," 7,261 "," 9,051 "," 6,829 "," 9,000 ",," 137,948 "
,E12000006,East of England,E10000012,Essex,E07000068,Brentwood," 5,946 "," 3,938 "," 4,428 "," 5,246 "," 5,383 "," 4,337 "," 3,636 "," 3,865 "," 2,891 "," 4,662 ",," 1,563 ", 650 , 760 ," 1,007 "," 1,398 "," 1,636 "," 2,751 "," 3,713 "," 2,827 "," 4,540 ",," 65,177 "
,E12000006,East of England,E10000020,Norfolk,E07000144,Broadland," 9,181 "," 5,758 "," 7,646 "," 9,408 "," 9,427 "," 8,404 "," 7,957 "," 9,058 "," 6,780 "," 9,540 ",," 5,454 "," 1,786 "," 2,344 "," 3,054 "," 3,371 "," 3,588 "," 6,603 "," 8,853 "," 6,673 "," 9,355 ",," 134,240 "
,E12000006,East of England,E10000015,Hertfordshire,E07000095,Broxbourne," 6,476 "," 4,693 "," 5,308 "," 6,458 "," 6,191 "," 5,161 "," 4,143 "," 4,370 "," 3,336 "," 4,904 ",," 2,419 ", 936 ," 1,200 "," 1,554 "," 1,805 "," 2,219 "," 3,440 "," 4,237 "," 3,247 "," 4,737 ",," 76,834 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000008,Cambridge," 14,663 "," 6,976 "," 6,556 "," 6,645 "," 6,134 "," 4,934 "," 4,348 "," 3,952 "," 3,007 "," 4,529 ",," 7,626 "," 1,498 "," 1,499 "," 1,714 "," 2,250 "," 2,381 "," 3,281 "," 3,771 "," 2,890 "," 4,352 ",," 93,006 "
,E12000006,East of England,E10000012,Essex,E07000069,Castle Point," 7,688 "," 4,008 "," 4,737 "," 6,013 "," 6,120 "," 5,510 "," 5,095 "," 6,276 "," 4,774 "," 5,893 ",," 2,655 ", 893 ," 1,140 "," 1,496 "," 1,902 "," 2,196 "," 4,189 "," 6,027 "," 4,575 "," 5,691 ",," 86,878 "
,E12000006,East of England,E06000056,Central Bedfordshire,E06000056,Central Bedfordshire," 21,179 "," 15,276 "," 16,731 "," 19,432 "," 19,780 "," 16,486 "," 13,884 "," 14,295 "," 10,380 "," 12,880 ",," 8,651 "," 3,087 "," 3,546 "," 4,780 "," 5,450 "," 6,308 "," 12,355 "," 13,891 "," 10,145 "," 12,459 ",," 240,995 "
,E12000006,East of England,E10000012,Essex,E07000070,Chelmsford," 15,354 "," 9,496 "," 10,799 "," 12,060 "," 11,518 "," 9,783 "," 8,495 "," 9,367 "," 6,859 "," 9,480 ",," 6,059 "," 2,009 "," 2,402 "," 3,212 "," 3,653 "," 4,240 "," 7,176 "," 9,108 "," 6,713 "," 9,263 ",," 157,046 "
,E12000006,East of England,E10000012,Essex,E07000071,Colchester," 15,604 "," 9,109 "," 10,347 "," 12,009 "," 11,387 "," 9,450 "," 8,304 "," 9,443 "," 6,816 "," 8,811 ",," 8,686 "," 2,794 "," 3,078 "," 3,876 "," 4,089 "," 4,577 "," 7,585 "," 9,055 "," 6,598 "," 8,411 ",," 160,029 "
,E12000006,East of England,E10000015,Hertfordshire,E07000096,Dacorum," 11,291 "," 8,708 "," 9,304 "," 10,099 "," 10,125 "," 8,588 "," 7,051 "," 6,836 "," 4,926 "," 7,363 ",," 5,360 "," 2,002 "," 2,247 "," 2,859 "," 3,497 "," 3,682 "," 6,598 "," 6,628 "," 4,791 "," 7,017 ",," 128,972 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000009,East Cambridgeshire," 6,658 "," 5,052 "," 5,695 "," 6,193 "," 5,993 "," 5,045 "," 4,611 "," 4,920 "," 3,559 "," 4,847 ",," 3,334 "," 1,180 "," 1,422 "," 2,689 "," 2,644 "," 2,792 "," 4,112 "," 4,810 "," 3,486 "," 4,754 ",," 83,796 "
,E12000006,East of England,E10000015,Hertfordshire,E07000242,East Hertfordshire," 12,372 "," 8,425 "," 9,877 "," 10,847 "," 10,571 "," 8,615 "," 6,999 "," 7,351 "," 5,132 "," 7,380 ",," 4,503 "," 1,645 "," 2,095 "," 3,009 "," 3,521 "," 4,272 "," 6,526 "," 7,182 "," 5,031 "," 7,221 ",," 132,574 "
,E12000006,East of England,E10000029,Suffolk,E07000244,East Suffolk," 24,041 "," 10,277 "," 13,167 "," 16,669 "," 17,855 "," 17,144 "," 16,105 "," 18,340 "," 13,796 "," 18,594 ",," 9,175 "," 2,873 "," 3,906 "," 5,861 "," 8,422 "," 11,439 "," 14,196 "," 17,786 "," 13,502 "," 18,167 ",," 271,315 "
,E12000006,East of England,E10000012,Essex,E07000072,Epping Forest," 8,609 "," 6,322 "," 7,098 "," 8,957 "," 9,070 "," 7,588 "," 6,408 "," 6,772 "," 5,030 "," 7,120 ",," 3,322 "," 1,176 "," 1,602 "," 2,281 "," 2,706 "," 2,998 "," 5,163 "," 6,436 "," 4,873 "," 6,696 ",," 110,227 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000010,Fenland," 7,822 "," 4,154 "," 5,199 "," 6,772 "," 7,080 "," 6,279 "," 5,955 "," 6,164 "," 4,644 "," 6,043 ",," 3,063 ", 967 ," 1,303 "," 1,954 "," 2,741 "," 3,216 "," 4,572 "," 5,923 "," 4,501 "," 5,788 ",," 94,140 "
,E12000006,East of England,E10000020,Norfolk,E07000145,Great Yarmouth," 9,370 "," 4,239 "," 5,118 "," 6,527 "," 6,862 "," 6,368 "," 5,965 "," 6,473 "," 4,873 "," 5,994 ",," 4,418 "," 1,265 "," 1,605 "," 2,238 "," 2,556 "," 2,728 "," 4,851 "," 6,212 "," 4,749 "," 5,835 ",," 98,246 "
,E12000006,East of England,E10000012,Essex,E07000073,Harlow," 7,199 "," 4,759 "," 4,649 "," 5,394 "," 5,414 "," 4,610 "," 3,786 "," 3,294 "," 2,351 "," 3,600 ",," 3,143 "," 1,109 "," 1,380 "," 1,773 "," 2,179 "," 2,374 "," 3,363 "," 3,158 "," 2,278 "," 3,448 ",," 69,261 "
,E12000006,East of England,E10000015,Hertfordshire,E07000098,Hertsmere," 10,258 "," 6,037 "," 6,430 "," 6,839 "," 6,962 "," 5,694 "," 4,665 "," 4,808 "," 3,618 "," 5,534 ",," 4,224 "," 1,845 "," 2,136 "," 2,686 "," 3,297 "," 3,381 "," 4,392 "," 4,661 "," 3,530 "," 5,356 ",," 96,353 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000011,Huntingdonshire," 15,803 "," 9,274 "," 10,855 "," 12,565 "," 12,539 "," 10,777 "," 9,392 "," 10,080 "," 7,434 "," 9,054 ",," 5,913 "," 2,120 "," 2,670 "," 3,737 "," 4,837 "," 5,507 "," 7,712 "," 9,766 "," 7,240 "," 8,773 ",," 166,048 "
,E12000006,East of England,E10000029,Suffolk,E07000202,Ipswich," 14,131 "," 6,445 "," 7,165 "," 8,184 "," 7,894 "," 6,881 "," 5,960 "," 5,812 "," 4,111 "," 6,242 ",," 6,625 "," 2,046 "," 2,349 "," 3,127 "," 3,747 "," 5,724 "," 5,636 "," 5,616 "," 3,973 "," 5,994 ",," 117,662 "
,E12000006,East of England,E10000020,Norfolk,E07000146,King's Lynn and West Norfolk," 11,495 "," 5,954 "," 7,703 "," 9,747 "," 10,646 "," 9,862 "," 9,383 "," 10,407 "," 8,041 "," 10,636 ",," 5,970 "," 1,840 "," 2,445 "," 3,490 "," 4,459 "," 5,207 "," 8,224 "," 10,074 "," 7,833 "," 10,363 ",," 153,779 "
,E12000006,East of England,E06000032,Luton,E06000032,Luton," 17,000 "," 9,723 "," 9,851 "," 11,120 "," 10,637 "," 8,712 "," 7,004 "," 6,021 "," 4,581 "," 6,917 ",," 6,058 "," 2,301 "," 2,694 "," 3,250 "," 3,482 "," 3,508 "," 5,729 "," 5,564 "," 4,274 "," 6,473 ",," 134,899 "
,E12000006,East of England,E10000012,Essex,E07000074,Maldon," 3,717 "," 2,558 "," 3,610 "," 4,951 "," 5,018 "," 4,642 "," 4,097 "," 4,576 "," 3,387 "," 4,134 ",," 1,765 ", 583 , 843 ," 1,307 "," 1,446 "," 2,125 "," 3,816 "," 4,431 "," 3,316 "," 4,042 ",," 64,364 "
,E12000006,East of England,E10000029,Suffolk,E07000203,Mid Suffolk," 7,602 "," 4,063 "," 5,568 "," 7,201 "," 7,747 "," 7,071 "," 6,573 "," 7,112 "," 5,172 "," 6,555 ",," 4,077 "," 1,232 "," 1,871 "," 2,578 "," 3,453 "," 5,643 "," 6,296 "," 6,988 "," 5,076 "," 6,403 ",," 108,281 "
,E12000006,East of England,E10000015,Hertfordshire,E07000099,North Hertfordshire," 9,194 "," 7,625 "," 8,458 "," 8,949 "," 8,966 "," 7,358 "," 6,312 "," 6,596 "," 4,903 "," 7,396 ",," 4,216 "," 1,579 "," 1,935 "," 2,429 "," 2,805 "," 3,507 "," 5,617 "," 6,403 "," 4,781 "," 7,162 ",," 116,191 "
,E12000006,East of England,E10000020,Norfolk,E07000147,North Norfolk," 5,641 "," 2,930 "," 4,634 "," 6,577 "," 7,600 "," 8,093 "," 8,036 "," 9,228 "," 6,889 "," 9,421 ",," 2,871 ", 853 ," 1,223 "," 1,716 "," 2,163 "," 2,623 "," 6,212 "," 8,959 "," 6,758 "," 9,232 ",," 111,659 "
,E12000006,East of England,E10000020,Norfolk,E07000148,Norwich," 14,950 "," 6,244 "," 6,956 "," 7,563 "," 7,149 "," 6,056 "," 5,617 "," 5,502 "," 3,984 "," 5,753 ",," 9,101 "," 2,012 "," 2,298 "," 2,904 "," 2,648 "," 2,458 "," 4,853 "," 5,284 "," 3,899 "," 5,646 ",," 110,877 "
,E12000006,East of England,E06000031,Peterborough,E06000031,Peterborough," 15,004 "," 9,817 "," 10,676 "," 11,808 "," 11,081 "," 9,521 "," 8,056 "," 7,764 "," 5,498 "," 7,887 ",," 6,475 "," 2,413 "," 2,861 "," 3,795 "," 4,510 "," 4,647 "," 6,518 "," 7,426 "," 5,322 "," 7,496 ",," 148,575 "
,E12000006,East of England,E10000012,Essex,E07000075,Rochford," 7,247 "," 4,275 "," 5,083 "," 6,270 "," 6,135 "," 5,311 "," 4,629 "," 5,430 "," 4,066 "," 5,450 ",," 2,848 "," 1,086 "," 1,406 "," 1,903 "," 2,288 "," 2,648 "," 3,921 "," 5,253 "," 3,981 "," 5,304 ",," 84,534 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000012,South Cambridgeshire," 11,798 "," 9,665 "," 10,671 "," 11,171 "," 10,793 "," 8,985 "," 7,882 "," 8,385 "," 6,348 "," 8,649 ",," 5,943 "," 2,458 "," 2,967 "," 3,674 "," 4,148 "," 4,457 "," 6,560 "," 8,160 "," 6,217 "," 8,421 ",," 147,352 "
