MSOA11CD,STP21CD
E02002864,E54000015
E02002865,E54000015
E02002866,E54000015
E02002867,E54000015
E02002868,E54000014
E02002869,E54000014
E02002871,E54000014
E02002872,E54000014
E02002873,E54000014
E02002874,E54000014
E02002875,E54000014
E02002876,E54000014
E02002877,E54000014
E02002878,E54000014
E02002879,E54000014
E02002880,E54000014
E02002881,E54000014
E02002882,E54000014
E02002883,E54000014
E02002884,E54000014
E02002885,E54000014
E02002886,E54000014
E02002887,E54000014
E02002888,E54000014
E02002889,E54000014
E02002890,E54000014
E02002891,E54000014
E02002892,E54000014
E02002893,E54000014
E02002894,E54000014
E02002895,E54000014
E02002896,E54000014
E02002897,E54000014
E02002898,E54000014
E02002899,E54000014
E02002901,E54000014
E02002902,E54000014
E02002903,E54000014
E02002904,E54000014
E02002905,E54000019
E02002906,E54000019
E02002907,E54000019
E02002908,E54000019
E02002909,E54000019
E02002910,E54000019
E02002911,E54000019
E02002912,E54000019
E02002913,E54000019
E02002914,E54000019
E02002915,E54000019
E02002916,E54000019
E02002917,E54000019
E02002918,E54000019
E02002919,E54000019
E02002920,E54000019
E02002921,E54000019
E02002922,E54000019
E02002923,E54000019
E02002924,E54000019
E02002925,E54000019
E02002926,E54000019
E02002927,E54000019
E02002928,E54000011
E02002929,E54000011
E02002930,E54000011
E02002931,E54000011
E02002932,E54000011
E02002933,E54000011
E02002934,E54000011
E02002935,E54000011
E02002936,E54000011
E02002937,E54000011
E02002938,E54000011
E02002939,E54000011
E02002940,E54000011
E02002941,E54000011
E02002942,E54000011
E02002943,E54000011
E02002944,E54000011
E02002945,E54000011
E02002946,E54000011
E02002947,E54000011
E02002948,E54000011
E02002949,E54000011
E02002950,E54000011
E02002951,E54000010
E02002952,E54000010
E02002953,E54000010
E02002954,E54000010
E02002955,E54000010
E02002956,E54000010
E02002957,E54000010
E02002958,E54000010
E02002959,E54000010
E02002960,E54000010
E02002961,E54000010
E02002962,E54000010
E02002963,E54000010
E02002964,E54000010
E02002965,E54000010
E02002966,E54000010
E02002967,E54000010
E02002968,E54000010
E02002969,E54000010
E02002970,E54000010
E02002971,E54000010
E02002972,E54000010
E02002973,E54000010
E02002974,E54000010
E02002975,E54000010
E02002976,E54000010
E02002977,E54000010
E02002978,E54000010
E02002979,E54000010
E02002980,E54000010
E02002981,E54000010
E02002982,E54000010
E02002983,E54000010
E02002984,E54000010
E02002985,E54000040
E02002986,E54000040
E02002987,E54000040
E02002988,E54000040
E02002989,E54000040
E02002990,E54000040
E02002991,E54000040
E02002992,E54000040
E02002993,E54000040
E02002994,E54000040
E02002995,E54000040
E02002996,E54000040
E02002997,E54000040
E02002998,E54000040
E02002999,E54000040
E02003000,E54000040
E02003001,E54000040
E02003002,E54000040
E02003003,E54000040
E02003004,E54000040
E02003005,E54000040
E02003006,E54000040
E02003007,E54000040
E02003008,E54000040
E02003009,E54000040
E02003010,E54000040
E02003011,E54000040
E02003012,E54000039
E02003013,E54000039
E02003014,E54000039
E02003015,E54000039
E02003016,E54000039
E02003017,E54000039
E02003018,E54000039
E02003019,E54000039
E02003020,E54000039
E02003021,E54000039
E02003022,E54000039
E02003023,E54000039
E02003024,E54000039
E02003025,E54000039
E02003026,E54000039
E02003027,E54000039
E02003028,E54000039
E02003029,E54000039
E02003030,E54000039
E02003031,E54000039
E02003032,E54000039
E02003033,E54000039
E02003034,E54000039
E02003036,E54000039
E02003037,E54000039
E02003038,E54000039
E02003039,E54000039
E02003040,E54000039
E02003041,E54000039
E02003043,E54000039
E02003044,E54000039
E02003045,E54000039
E02003046,E54000039
E02003047,E54000039
E02003048,E54000039
E02003049,E54000039
E02003050,E54000039
E02003051,E54000039
E02003052,E54000039
E02003053,E54000039
E02003054,E54000039
E02003055,E54000039
E02003056,E54000039
E02003057,E54000039
E02003058,E54000039
E02003059,E54000039
E02003060,E54000039
E02003061,E54000039
E02003062,E54000039
E02003063,E54000039
E02003064,E54000039
E02003065,E54000039
E02003066,E54000039
E02003067,E54000039
E02003068,E54000039
E02003069,E54000039
E02003070,E54000039
E02003071,E54000039
E02003072,E54000039
E02003073,E54000039
E02003074,E54000039
E02003075,E54000039
E02003076,E54000039
E02003077,E54000039
E02003078,E54000039
E02003079,E54000039
E02003080,E54000039
E02003081,E54000039
E02003082,E54000039
E02003084,E54000039
E02003085,E54000039
E02003086,E54000039
E02003087,E54000039
E02003088,E54000039
E02003089,E54000039
E02003090,E54000039
E02003091,E54000039
E02003092,E54000039
E02003093,E54000039
E02003094,E54000039
E02003095,E54000039
E02003096,E54000039
E02003097,E54000039
E02003098,E54000039
E02003099,E54000039
E02003100,E54000039
E02003101,E54000039
E02003102,E54000039
E02003103,E54000039
E02003104,E54000039
E02003105,E54000039
E02003106,E54000039
E02003107,E54000039
E02003108,E54000039
E02003109,E54000039
E02003110,E54000039
E02003111,E54000039
E02003112,E54000039
E02003113,E54000039
E02003114,E54000039
E02003115,E54000039
E02003116,E54000039
E02003117,E54000039
E02003118,E54000039
E02003119,E54000039
E02003120,E54000039
E02003121,E54000039
E02003122,E54000037
E02003123,E54000037
E02003124,E54000037
E02003125,E54000037
E02003126,E54000037
E02003127,E54000037
E02003128,E54000037
E02003129,E54000037
E02003130,E54000037
E02003131,E54000037
E02003132,E54000037
E02003133,E54000037
E02003134,E54000037
E02003135,E54000037
E02003136,E54000037
E02003137,E54000037
E02003138,E54000037
E02003139,E54000037
E02003140,E54000037
E02003141,E54000037
E02003142,E54000037
E02003143,E54000037
E02003144,E54000037
E02003145,E54000037
E02003146,E54000037
E02003147,E54000037
E02003148,E54000037
E02003149,E54000037
E02003150,E54000037
E02003151,E54000037
E02003152,E54000037
E02003153,E54000037
E02003154,E54000037
E02003155,E54000037
E02003156,E54000037
E02003157,E54000037
E02003158,E54000037
E02003159,E54000037
E02003161,E54000037
E02003163,E54000037
E02003164,E54000037
E02003165,E54000037
E02003166,E54000037
E02003167,E54000037
E02003168,E54000037
E02003169,E54000037
E02003170,E54000037
E02003171,E54000037
E02003172,E54000041
E02003173,E54000041
E02003174,E54000041
E02003175,E54000041
E02003176,E54000041
E02003177,E54000041
E02003178,E54000041
E02003179,E54000041
E02003180,E54000041
E02003181,E54000041
E02003182,E54000041
E02003183,E54000041
E02003184,E54000041
E02003185,E54000041
E02003186,E54000041
E02003187,E54000041
E02003188,E54000041
E02003189,E54000041
E02003190,E54000041
E02003191,E54000041
E02003192,E54000041
E02003194,E54000041
E02003195,E54000041
E02003196,E54000041
E02003197,E54000041
E02003198,E54000041
E02003199,E54000041
E02003200,E54000041
E02003201,E54000041
E02003202,E54000041
E02003203,E54000041
E02003204,E54000041
E02003205,E54000041
E02003206,E54000041
E02003207,E54000041
E02003208,E54000041
E02003209,E54000041
E02003210,E54000041
E02003211,E54000041
E02003212,E54000040
E02003214,E54000040
E02003215,E54000040
E02003216,E54000040
E02003217,E54000040
E02003218,E54000040
E02003219,E54000040
E02003220,E54000040
E02003221,E54000040
E02003222,E54000040
E02003223,E54000040
E02003224,E54000040
E02003225,E54000040
E02003226,E54000040
E02003227,E54000040
E02003228,E54000040
E02003229,E54000040
E02003230,E54000040
E02003231,E54000040
E02003232,E54000040
E02003233,E54000040
E02003234,E54000040
E02003235,E54000040
E02003236,E54000040
E02003237,E54000021
E02003238,E54000021
E02003239,E54000021
E02003240,E54000021
E02003241,E54000021
E02003242,E54000021
E02003243,E54000021
E02003244,E54000021
E02003245,E54000021
E02003246,E54000021
E02003247,E54000021
E02003248,E54000021
E02003249,E54000021
E02003250,E54000021
E02003251,E54000021
E02003252,E54000021
E02003253,E54000021
E02003254,E54000021
E02003255,E54000021
E02003257,E54000021
E02003258,E54000024
E02003259,E54000024
E02003260,E54000024
E02003261,E54000024
E02003262,E54000024
E02003263,E54000024
E02003264,E54000024
E02003265,E54000024
E02003266,E54000024
E02003267,E54000024
E02003268,E54000024
E02003269,E54000024
E02003270,E54000024
E02003271,E54000024
E02003272,E54000024
E02003273,E54000024
E02003274,E54000024
E02003275,E54000024
E02003276,E54000024
E02003277,E54000024
E02003278,E54000024
E02003279,E54000026
E02003280,E54000026
E02003281,E54000026
E02003282,E54000026
E02003283,E54000026
E02003284,E54000026
E02003285,E54000026
E02003286,E54000026
E02003287,E54000026
E02003288,E54000026
E02003289,E54000026
E02003290,E54000026
E02003291,E54000026
E02003292,E54000026
E02003293,E54000026
E02003294,E54000026
E02003295,E54000026
E02003296,E54000026
E02003297,E54000026
E02003298,E54000026
E02003299,E54000026
E02003300,E54000026
E02003301,E54000026
E02003302,E54000026
E02003303,E54000026
E02003304,E54000026
E02003305,E54000026
E02003307,E54000026
E02003308,E54000026
E02003309,E54000026
E02003310,E54000026
E02003311,E54000026
E02003312,E54000026
E02003313,E54000026
E02003314,E54000032
E02003315,E54000032
E02003316,E54000032
E02003317,E54000032
E02003318,E54000032
E02003319,E54000032
E02003320,E54000032
E02003321,E54000032
E02003322,E54000032
E02003323,E54000032
E02003324,E54000032
E02003325,E54000032
E02003326,E54000032
E02003327,E54000032
E02003328,E54000032
E02003329,E54000032
E02003330,E54000032
E02003331,E54000032
E02003332,E54000032
E02003333,E54000032
E02003334,E54000032
E02003335,E54000032
E02003336,E54000032
E02003337,E54000032
E02003338,E54000032
E02003339,E54000032
E02003340,E54000032
E02003341,E54000032
E02003342,E54000032
E02003343,E54000032
E02003344,E54000032
E02003345,E54000032
E02003346,E54000032
E02003347,E54000032
E02003348,E54000032
E02003349,E54000032
E02003350,E54000032
E02003351,E54000032
E02003352,E54000034
E02003353,E54000034
E02003354,E54000034
E02003355,E54000034
E02003356,E54000034
E02003357,E54000034
E02003358,E54000034
E02003359,E54000034
E02003360,E54000034
E02003361,E54000034
E02003362,E54000034
E02003363,E54000034
E02003364,E54000034
E02003365,E54000034
E02003366,E54000034
E02003367,E54000044
E02003368,E54000044
E02003369,E54000044
E02003370,E54000044
E02003371,E54000044
E02003372,E54000044
E02003373,E54000044
E02003374,E54000044
E02003375,E54000044
E02003376,E54000044
E02003377,E54000044
E02003378,E54000044
E02003379,E54000044
E02003380,E54000044
E02003381,E54000044
E02003382,E54000044
E02003383,E54000044
E02003384,E54000044
E02003385,E54000044
E02003386,E54000044
E02003387,E54000044
E02003388,E54000044
E02003389,E54000044
E02003390,E54000044
E02003391,E54000044
E02003392,E54000044
E02003393,E54000044
E02003394,E54000044
E02003395,E54000044
E02003396,E54000044
E02003397,E54000044
E02003398,E54000044
E02003399,E54000044
E02003400,E54000044
E02003401,E54000044
E02003402,E54000044
E02003403,E54000044
E02003404,E54000044
E02003405,E54000044
E02003406,E54000044
E02003407,E54000034
E02003408,E54000034
E02003409,E54000034
E02003410,E54000034
E02003411,E54000034
E02003412,E54000034
E02003413,E54000034
E02003414,E54000034
E02003415,E54000034
E02003416,E54000034
E02003417,E54000034
E02003418,E54000034
E02003419,E54000034
E02003420,E54000034
E02003421,E54000034
E02003422,E54000034
E02003423,E54000034
E02003424,E54000034
E02003425,E54000034
E02003426,E54000034
E02003427,E54000034
E02003428,E54000034
E02003429,E54000034
E02003430,E54000034
E02003431,E54000034
E02003432,E54000034
E02003433,E54000034
E02003434,E54000034
E02003435,E54000034
E02003436,E54000034
E02003437,E54000034
E02003438,E54000034
E02003439,E54000044
E02003440,E54000044
E02003441,E54000044
E02003442,E54000044
E02003443,E54000044
E02003444,E54000044
E02003445,E54000044
E02003446,E54000044
E02003447,E54000044
E02003448,E54000044
E02003449,E54000044
E02003450,E54000044
E02003451,E54000044
E02003452,E54000044
E02003453,E54000044
E02003454,E54000044
E02003455,E54000044
E02003456,E54000044
E02003457,E54000044
E02003458,E54000044
E02003459,E54000024
E02003460,E54000024
E02003461,E54000024
E02003462,E54000024
E02003463,E54000024
E02003464,E54000024
E02003465,E54000024
E02003466,E54000024
E02003467,E54000024
E02003468,E54000024
E02003469,E54000024
E02003470,E54000024
E02003471,E54000024
E02003472,E54000024
E02003473,E54000024
E02003474,E54000024
E02003475,E54000024
E02003476,E54000024
E02003477,E54000024
E02003478,E54000024
E02003479,E54000024
E02003480,E54000024
E02003481,E54000024
E02003482,E54000024
E02003483,E54000024
E02003484,E54000024
E02003485,E54000024
E02003486,E54000024
E02003487,E54000024
E02003488,E54000024
E02003489,E54000024
E02003490,E54000024
E02003491,E54000053
E02003492,E54000053
E02003493,E54000053
E02003494,E54000053
E02003495,E54000053
E02003496,E54000053
E02003497,E54000053
E02003498,E54000053
E02003499,E54000053
E02003500,E54000053
E02003501,E54000053
E02003502,E54000053
E02003503,E54000053
E02003504,E54000053
E02003505,E54000053
E02003506,E54000053
E02003507,E54000053
E02003508,E54000053
E02003509,E54000053
E02003510,E54000053
E02003511,E54000053
E02003512,E54000053
E02003513,E54000053
E02003514,E54000053
E02003515,E54000053
E02003516,E54000053
E02003517,E54000053
E02003518,E54000053
E02003519,E54000053
E02003520,E54000053
E02003521,E54000053
E02003522,E54000053
E02003523,E54000053
E02003524,E54000042
E02003525,E54000042
E02003526,E54000042
E02003527,E54000042
E02003529,E54000042
E02003530,E54000042
E02003531,E54000042
E02003532,E54000042
E02003533,E54000042
E02003534,E54000042
E02003535,E54000042
E02003536,E54000042
E02003537,E54000042
E02003538,E54000042
E02003539,E54000042
E02003540,E54000042
E02003541,E54000042
E02003542,E54000042
E02003543,E54000042
E02003544,E54000042
E02003545,E54000042
E02003546,E54000042
E02003547,E54000042
E02003548,E54000042
E02003549,E54000042
E02003550,E54000042
E02003551,E54000042
E02003552,E54000042
E02003553,E54000042
E02003554,E54000042
E02003555,E54000042
E02003556,E54000042
E02003557,E54000042
E02003558,E54000042
E02003559,E54000042
E02003560,E54000042
E02003561,E54000042
E02003562,E54000042
E02003563,E54000042
E02003564,E54000042
E02003565,E54000042
E02003566,E54000042
E02003567,E54000042
E02003568,E54000042
E02003569,E54000042
E02003570,E54000042
E02003571,E54000042
E02003572,E54000042
E02003573,E54000042
E02003574,E54000042
E02003575,E54000042
E02003576,E54000042
E02003577,E54000042
E02003578,E54000042
E02003579,E54000042
E02003580,E54000042
E02003581,E54000042
E02003582,E54000042
E02003583,E54000042
E02003584,E54000042
E02003585,E54000042
E02003586,E54000042
E02003587,E54000042
E02003588,E54000042
E02003589,E54000042
E02003590,E54000042
E02003591,E54000042
E02003592,E54000042
E02003593,E54000042
E02003594,E54000042
E02003595,E54000042
E02003596,E54000042
E02003597,E54000042
E02003598,E54000042
E02003599,E54000024
E02003600,E54000024
E02003601,E54000024
E02003602,E54000024
E02003603,E54000024
E02003604,E54000024
E02003605,E54000024
E02003606,E54000024
E02003607,E54000024
E02003608,E54000024
E02003609,E54000024
E02003610,E54000024
E02003611,E54000024
E02003612,E54000024
E02003613,E54000024
E02003614,E54000024
E02003615,E54000024
E02003616,E54000024
E02003617,E54000024
E02003618,E54000024
E02003619,E54000024
E02003620,E54000024
E02003621,E54000024
E02003622,E54000024
E02003623,E54000024
E02003624,E54000024
E02003625,E54000024
E02003626,E54000024
E02003627,E54000024
E02003628,E54000024
E02003629,E54000024
E02003630,E54000024
E02003631,E54000024
E02003632,E54000024
E02003633,E54000024
E02003634,E54000024
E02003635,E54000024
E02003636,E54000024
E02003637,E54000024
E02003638,E54000024
E02003639,E54000024
E02003640,E54000024
E02003641,E54000024
E02003642,E54000024
E02003643,E54000024
E02003644,E54000024
E02003645,E54000024
E02003646,E54000024
E02003647,E54000024
E02003648,E54000024
E02003649,E54000024
E02003650,E54000024
E02003651,E54000024
E02003652,E54000044
E02003653,E54000044
E02003654,E54000044
E02003654,E54000024
E02003655,E54000044
E02003656,E54000044
E02003657,E54000024
E02003657,E54000044
E02003658,E54000044
E02003659,E54000044
E02003660,E54000044
E02003661,E54000044
E02003662,E54000044
E02003663,E54000044
E02003664,E54000044
E02003665,E54000044
E02003666,E54000044
E02003667,E54000044
E02003668,E54000044
E02003669,E54000044
E02003670,E54000044
E02003671,E54000044
E02003672,E54000044
E02003673,E54000044
E02003674,E54000044
E02003675,E54000044
E02003676,E54000044
E02003677,E54000044
E02003678,E54000044
E02003679,E54000044
E02003680,E54000044
E02003681,E54000044
E02003682,E54000044
E02003683,E54000044
E02003685,E54000044
E02003686,E54000044
E02003687,E54000044
E02003688,E54000044
E02003689,E54000044
E02003690,E54000044
E02003691,E54000044
E02003692,E54000044
E02003693,E54000044
E02003694,E54000044
E02003695,E54000044
E02003696,E54000044
E02003697,E54000044
E02003698,E54000044
E02003699,E54000044
E02003701,E54000044
E02003702,E54000044
E02003703,E54000044
E02003704,E54000044
E02003705,E54000044
E02003706,E54000044
E02003707,E54000044
E02003708,E54000044
E02003709,E54000044
E02003710,E54000044
E02003711,E54000044
E02003712,E54000044
E02003713,E54000044
E02003714,E54000044
E02003715,E54000044
E02003716,E54000044
E02003717,E54000044
E02003718,E54000044
E02003719,E54000021
E02003720,E54000021
E02003721,E54000021
E02003722,E54000021
E02003723,E54000021
E02003724,E54000021
E02003725,E54000021
E02003726,E54000021
E02003727,E54000021
E02003728,E54000021
E02003729,E54000021
E02003730,E54000021
E02003731,E54000021
E02003732,E54000021
E02003733,E54000021
E02003734,E54000021
E02003735,E54000021
E02003736,E54000021
E02003737,E54000021
E02003738,E54000021
E02003739,E54000021
E02003740,E54000021
E02003742,E54000021
E02003743,E54000021
E02003744,E54000021
E02003745,E54000021
E02003746,E54000021
E02003747,E54000021
E02003748,E54000021
E02003749,E54000021
E02003750,E54000021
E02003751,E54000021
E02003752,E54000021
E02003753,E54000021
E02003754,E54000021
E02003755,E54000021
E02003756,E54000021
E02003757,E54000021
E02003758,E54000021
E02003759,E54000021
E02003760,E54000021
E02003761,E54000021
E02003762,E54000021
E02003763,E54000021
E02003764,E54000021
E02003765,E54000021
E02003766,E54000021
E02003767,E54000021
E02003768,E54000021
E02003769,E54000021
E02003770,E54000021
E02003771,E54000021
E02003772,E54000021
E02003773,E54000021
E02003774,E54000021
E02003775,E54000021
E02003776,E54000021
E02003777,E54000021
E02003778,E54000021
E02003779,E54000021
E02003780,E54000021
E02003781,E54000021
E02003783,E54000021
E02003784,E54000021
E02003785,E54000021
E02003786,E54000021
E02003787,E54000021
E02003788,E54000021
E02003789,E54000021
E02003790,E54000021
E02003791,E54000021
E02003792,E54000021
E02003793,E54000021
E02003794,E54000008
E02003795,E54000008
E02003796,E54000008
E02003797,E54000008
E02003798,E54000008
E02003799,E54000008
E02003800,E54000008
E02003801,E54000008
E02003802,E54000008
E02003803,E54000008
E02003804,E54000008
E02003805,E54000008
E02003806,E54000008
E02003807,E54000008
E02003808,E54000008
E02003809,E54000008
E02003810,E54000008
E02003811,E54000008
E02003812,E54000008
E02003813,E54000008
E02003814,E54000008
E02003815,E54000008
E02003816,E54000008
E02003817,E54000008
E02003818,E54000008
E02003819,E54000008
E02003820,E54000008
E02003821,E54000008
E02003822,E54000008
E02003823,E54000008
E02003824,E54000008
E02003825,E54000008
E02003826,E54000008
E02003827,E54000008
E02003828,E54000008
E02003829,E54000008
E02003830,E54000008
E02003831,E54000008
E02003832,E54000008
E02003833,E54000008
E02003834,E54000008
E02003835,E54000008
E02003836,E54000008
E02003837,E54000008
E02003838,E54000008
E02003839,E54000008
E02003840,E54000008
E02003841,E54000008
E02003842,E54000008
E02003843,E54000008
E02003844,E54000008
E02003845,E54000008
E02003846,E54000008
E02003847,E54000008
E02003848,E54000008
E02003849,E54000008
E02003850,E54000008
E02003851,E54000008
E02003852,E54000008
E02003853,E54000008
E02003854,E54000008
E02003855,E54000008
E02003856,E54000008
E02003857,E54000008
E02003858,E54000008
E02003859,E54000008
E02003860,E54000008
E02003861,E54000008
E02003862,E54000008
E02003863,E54000008
E02003864,E54000008
E02003865,E54000008
E02003866,E54000008
E02003867,E54000008
E02003868,E54000008
E02003869,E54000008
E02003870,E54000008
E02003871,E54000008
E02003872,E54000008
E02003873,E54000008
E02003874,E54000008
E02003875,E54000008
E02003876,E54000008
E02003877,E54000008
E02003878,E54000008
E02003879,E54000008
E02003880,E54000008
E02003881,E54000008
E02003882,E54000008
E02003883,E54000008
E02003884,E54000008
E02003885,E54000008
E02003886,E54000008
E02003887,E54000008
E02003888,E54000008
E02003889,E54000008
E02003890,E54000008
E02003891,E54000008
E02003892,E54000036
E02003893,E54000036
E02003894,E54000036
E02003895,E54000036
E02003896,E54000036
E02003897,E54000036
E02003898,E54000036
E02003899,E54000036
E02003900,E54000036
E02003901,E54000036
E02003902,E54000036
E02003903,E54000036
E02003904,E54000036
E02003905,E54000036
E02003906,E54000036
E02003907,E54000036
E02003908,E54000036
E02003909,E54000036
E02003910,E54000036
E02003911,E54000036
E02003912,E54000036
E02003913,E54000036
E02003914,E54000036
E02003915,E54000036
E02003916,E54000036
E02003917,E54000036
E02003918,E54000036
E02003919,E54000036
E02003920,E54000036
E02003921,E54000036
E02003922,E54000036
E02003923,E54000036
E02003924,E54000036
E02003925,E54000036
E02003926,E54000036
E02003927,E54000036
E02003928,E54000036
E02003929,E54000036
E02003930,E54000036
E02003931,E54000036
E02003932,E54000036
E02003933,E54000036
E02003934,E54000036
E02003935,E54000036
E02003936,E54000036
E02003937,E54000036
E02003938,E54000036
E02003939,E54000036
E02003940,E54000036
E02003941,E54000036
E02003942,E54000036
E02003943,E54000036
E02003944,E54000036
E02003945,E54000036
E02003946,E54000036
E02003947,E54000036
E02003948,E54000036
E02003949,E54000036
E02003950,E54000036
E02003951,E54000036
E02003952,E54000036
E02003953,E54000036
E02003954,E54000036
E02003955,E54000036
E02003956,E54000036
E02003957,E54000036
E02003958,E54000036
E02003959,E54000036
E02003960,E54000036
E02003961,E54000036
E02003962,E54000036
E02003963,E54000036
E02003964,E54000036
E02003965,E54000050
E02003966,E54000050
E02003967,E54000050
E02003968,E54000050
E02003969,E54000050
E02003970,E54000050
E02003971,E54000050
E02003972,E54000050
E02003973,E54000050
E02003974,E54000050
E02003975,E54000050
E02003976,E54000050
E02003977,E54000048
E02003978,E54000048
E02003979,E54000048
E02003980,E54000048
E02003981,E54000048
E02003982,E54000048
E02003983,E54000048
E02003984,E54000048
E02003985,E54000048
E02003986,E54000048
E02003987,E54000050
E02003988,E54000050
E02003989,E54000050
E02003990,E54000050
E02003991,E54000050
E02003992,E54000050
E02003993,E54000050
E02003994,E54000050
E02003995,E54000050
E02003996,E54000050
E02003997,E54000050
E02003998,E54000050
E02003999,E54000050
E02004000,E54000050
E02004001,E54000050
E02004002,E54000050
E02004003,E54000050
E02004004,E54000050
E02004005,E54000050
E02004006,E54000050
E02004007,E54000050
E02004007,E54000048
E02004008,E54000050
E02004009,E54000050
E02004010,E54000050
E02004011,E54000050
E02004012,E54000050
E02004013,E54000050
E02004014,E54000050
E02004015,E54000048
E02004016,E54000048
E02004017,E54000048
E02004018,E54000048
E02004019,E54000048
E02004020,E54000048
E02004021,E54000048
E02004022,E54000048
E02004023,E54000048
E02004024,E54000048
E02004025,E54000048
E02004026,E54000048
E02004027,E54000048
E02004028,E54000048
E02004029,E54000012
E02004030,E54000012
E02004031,E54000012
E02004032,E54000012
E02004033,E54000012
E02004034,E54000012
E02004035,E54000012
E02004036,E54000012
E02004037,E54000012
E02004038,E54000012
E02004039,E54000012
E02004040,E54000012
E02004041,E54000012
E02004043,E54000012
E02004044,E54000012
E02004045,E54000012
E02004046,E54000012
E02004047,E54000012
E02004048,E54000012
E02004049,E54000012
E02004050,E54000012
E02004051,E54000012
E02004052,E54000012
E02004053,E54000012
E02004054,E54000012
E02004055,E54000012
E02004056,E54000012
E02004057,E54000012
E02004058,E54000012
E02004059,E54000012
E02004060,E54000012
E02004061,E54000012
E02004062,E54000012
E02004063,E54000012
E02004064,E54000012
E02004065,E54000012
E02004066,E54000012
E02004067,E54000012
E02004068,E54000012
E02004069,E54000012
E02004070,E54000012
E02004071,E54000012
E02004072,E54000012
E02004073,E54000012
E02004074,E54000012
E02004075,E54000012
E02004076,E54000012
E02004077,E54000012
E02004078,E54000012
E02004080,E54000012
E02004081,E54000012
E02004082,E54000012
E02004083,E54000012
E02004084,E54000012
E02004085,E54000012
E02004086,E54000012
E02004087,E54000012
E02004088,E54000012
E02004089,E54000012
E02004090,E54000012
E02004091,E54000012
E02004092,E54000012
E02004093,E54000007
E02004094,E54000007
E02004095,E54000007
E02004096,E54000007
E02004097,E54000012
E02004098,E54000012
E02004100,E54000012
E02004102,E54000012
E02004103,E54000012
E02004104,E54000012
E02004105,E54000012
E02004106,E54000012
E02004108,E54000012
E02004109,E54000012
E02004110,E54000012
E02004111,E54000012
E02004112,E54000012
E02004113,E54000012
E02004114,E54000012
E02004115,E54000012
E02004116,E54000012
E02004117,E54000012
E02004118,E54000012
E02004119,E54000012
E02004120,E54000012
E02004121,E54000012
E02004122,E54000012
E02004123,E54000012
E02004124,E54000012
E02004125,E54000012
E02004126,E54000012
E02004128,E54000012
E02004129,E54000037
E02004130,E54000037
E02004131,E54000037
E02004132,E54000037
E02004133,E54000037
E02004134,E54000037
E02004135,E54000037
E02004136,E54000037
E02004137,E54000037
E02004138,E54000037
E02004139,E54000037
E02004140,E54000037
E02004141,E54000037
E02004142,E54000037
E02004143,E54000037
E02004144,E54000037
E02004145,E54000037
E02004146,E54000037
E02004147,E54000037
E02004148,E54000037
E02004149,E54000037
E02004150,E54000037
E02004151,E54000037
E02004152,E54000037
E02004153,E54000037
E02004154,E54000037
E02004155,E54000037
E02004156,E54000037
E02004157,E54000037
E02004158,E54000037
E02004159,E54000037
E02004160,E54000037
E02004161,E54000037
E02004162,E54000037
E02004163,E54000037
E02004164,E54000037
E02004165,E54000037
E02004166,E54000037
E02004167,E54000037
E02004168,E54000037
E02004169,E54000037
E02004170,E54000037
E02004171,E54000037
E02004172,E54000037
E02004173,E54000037
E02004174,E54000037
E02004175,E54000037
E02004176,E54000037
E02004177,E54000037
E02004178,E54000037
E02004179,E54000037
E02004180,E54000037
E02004181,E54000037
E02004182,E54000037
E02004183,E54000037
E02004184,E54000037
E02004185,E54000037
E02004186,E54000037
E02004187,E54000037
E02004188,E54000037
E02004189,E54000037
E02004190,E54000037
E02004191,E54000037
E02004192,E54000037
E02004193,E54000037
E02004194,E54000037
E02004195,E54000037
E02004196,E54000037
E02004197,E54000037
E02004198,E54000037
E02004199,E54000037
E02004200,E54000037
E02004201,E54000037
E02004202,E54000037
E02004203,E54000037
E02004204,E54000037
E02004205,E54000037
E02004206,E54000037
E02004207,E54000037
E02004208,E54000037
E02004209,E54000037
E02004210,E54000037
E02004211,E54000037
E02004212,E54000037
E02004213,E54000037
E02004214,E54000037
E02004215,E54000037
E02004216,E54000037
E02004217,E54000037
E02004218,E54000037
E02004219,E54000037
E02004220,E54000037
E02004221,E54000037
E02004222,E54000037
E02004223,E54000037
E02004224,E54000037
E02004225,E54000037
E02004226,E54000037
E02004227,E54000037
E02004228,E54000037
E02004229,E54000037
E02004230,E54000037
E02004231,E54000037
E02004232,E54000037
E02004233,E54000037
E02004234,E54000037
E02004235,E54000037
E02004236,E54000041
E02004237,E54000041
E02004238,E54000041
E02004239,E54000041
E02004240,E54000041
E02004241,E54000041
E02004242,E54000041
E02004243,E54000041
E02004244,E54000041
E02004245,E54000041
E02004246,E54000041
E02004247,E54000041
E02004248,E54000041
E02004249,E54000041
E02004250,E54000041
E02004251,E54000041
E02004252,E54000041
E02004253,E54000041
E02004254,E54000041
E02004255,E54000041
E02004256,E54000041
E02004257,E54000041
E02004258,E54000041
E02004259,E54000041
E02004260,E54000041
E02004261,E54000041
E02004262,E54000041
E02004263,E54000041
E02004264,E54000041
E02004265,E54000041
E02004266,E54000041
E02004267,E54000041
E02004268,E54000041
E02004269,E54000041
E02004270,E54000041
E02004271,E54000041
E02004272,E54000041
E02004273,E54000041
E02004274,E54000041
E02004275,E54000041
E02004276,E54000041
E02004277,E54000041
E02004278,E54000041
E02004279,E54000041
E02004280,E54000041
